team_id,team_abbreviation,player_id,player_name,player_norm,first_game_date,last_game_date,n_games,n_played
1611661313,NYL,202259,Epiphanny Prince,epiphanny prince,2023-05-19,2023-08-06,20,20
1611661313,NYL,202664,Courtney Vandersloot,courtney vandersloot,2023-05-19,2024-10-20,98,92
1611661313,NYL,203406,Layshia Clarendon,layshia clarendon,2021-05-14,2021-05-18,3,3
1611661313,NYL,203416,Emma Meesseman,emma meesseman,2025-08-01,2025-09-19,21,21
1611661313,NYL,203822,Rebekah Gardner,rebekah gardner,2025-05-17,2026-07-30,76,76
1611661313,NYL,203827,Natasha Howard,natasha howard,2021-05-23,2022-08-23,63,52
1611661313,NYL,203828,Stefanie Dolson,stefanie dolson,2022-05-07,2023-10-18,83,72
1611661313,NYL,203855,Stephanie Talbot,stephanie talbot,2025-07-22,2025-09-19,26,26
1611661313,NYL,203866,Kayla Thornton,kayla thornton,2023-05-19,2024-10-20,101,101
1611661313,NYL,204296,Rebecca Allen,rebecca allen,2021-05-16,2026-07-30,93,84
1611661313,NYL,204329,Kiah Stokes,kiah stokes,2021-05-18,2021-06-29,12,10
1611661313,NYL,204330,Isabelle Harrison,isabelle harrison,2025-05-17,2025-09-19,46,39
1611661313,NYL,204333,Natasha Cloud,natasha cloud,2025-05-17,2025-09-19,47,44
1611661313,NYL,204334,Reshanda Gray,reshanda gray,2021-05-14,2021-09-23,22,20
1611661313,NYL,204335,Betnijah Laney-Hamilton,betnijah laney hamilton,2021-05-14,2026-07-30,188,159
1611661313,NYL,1627668,Breanna Stewart,breanna stewart,2023-05-19,2026-07-30,174,161
1611661313,NYL,1627673,Jonquel Jones,jonquel jones,2023-05-19,2026-07-30,174,162
1611661313,NYL,1628244,Sami Whitcomb,sami whitcomb,2021-05-14,2022-08-23,71,69
1611661313,NYL,1629476,Asia (AD) Durr,asia ad durr,2022-05-07,2022-06-07,12,12
1611661313,NYL,1629477,Sabrina Ionescu,sabrina ionescu,2021-05-14,2026-07-30,239,225
1611661313,NYL,1629546,Marine Johannes,marine johannes,2022-08-17,2026-07-30,88,87
1611661313,NYL,1629546,Marine Johannès,marine johannes,2022-06-10,2023-09-10,59,59
1611661313,NYL,1629566,Han Xu,han xu,2022-05-11,2026-07-30,72,72
1611661313,NYL,1629566,Xu Han,xu han,2022-05-07,2023-09-10,17,11
1611661313,NYL,1629568,Kennedy Burke,kennedy burke,2024-05-14,2025-09-19,96,91
1611661313,NYL,1630097,Kaila Charles,kaila charles,2022-05-07,2022-05-07,1,1
1611661313,NYL,1630101,Crystal Dangerfield,crystal dangerfield,2022-05-24,2022-08-23,33,33
1611661313,NYL,1630115,Joyner Holmes,joyner holmes,2021-05-14,2021-05-14,1,1
1611661313,NYL,1630119,Jazmine Jones,jazmine jones,2021-05-14,2021-09-23,33,28
1611661313,NYL,1630127,Leaonna Odom,leaonna odom,2021-05-14,2021-09-23,33,30
1611661313,NYL,1630131,Kylee Shook,kylee shook,2021-05-14,2021-09-23,33,33
1611661313,NYL,1630139,Jocelyn Willoughby,jocelyn willoughby,2021-05-14,2023-10-18,113,69
1611661313,NYL,1630142,Leonie Fiebich,leonie fiebich,2024-05-14,2026-07-18,108,105
1611661313,NYL,1630149,Satou Sabally,satou sabally,2026-05-08,2026-07-18,19,14
1611661313,NYL,1630384,Raquel Carrera,raquel carrera,2026-05-24,2026-07-30,24,24
1611661313,NYL,1630446,Michaela Onyenwere,michaela onyenwere,2021-05-14,2022-08-23,71,71
1611661313,NYL,1630459,DiDi Richards,didi richards,2021-05-14,2022-08-23,71,60
1611661313,NYL,1630469,Marine Fauthoux,marine fauthoux,2026-05-10,2026-07-30,9,9
1611661313,NYL,1630993,Anneli Maley,anneli maley,2026-05-24,2026-07-30,8,8
1611661313,NYL,1631032,Lorela Cubaj,lorela cubaj,2022-05-07,2022-06-30,19,16
1611661313,NYL,1631055,Nyara Sabally,nyara sabally,2023-05-27,2025-09-19,138,112
1611661313,NYL,1631136,Pauline Astier,pauline astier,2026-05-08,2026-07-30,29,29
1611661313,NYL,1641602,Ivana Dojkić,ivana dojkic,2024-05-14,2024-10-20,51,50
1611661313,NYL,1642210,Julie Vanloo,julie vanloo,2026-05-08,2026-05-21,5,5
1611661313,NYL,1642301,Marquesha Davis,marquesha davis,2024-05-14,2025-07-08,70,70
1611661313,NYL,1642320,Jaylyn Sherrod,jaylyn sherrod,2024-07-06,2025-07-30,57,57
1611661313,NYL,1642826,Aubrey Griffin,aubrey griffin,2026-05-08,2026-05-14,4,4
1611661313,NYL,1643525,Alex Fowler,alex fowler,2026-05-14,2026-05-21,2,2
1611661317,PHO,100940,Diana Taurasi,diana taurasi,2021-05-14,2024-09-25,148,121
1611661317,PHO,201913,Kia Vaughn,kia vaughn,2021-05-26,2021-10-17,39,39
1611661317,PHO,202250,Tina Charles,tina charles,2022-05-06,2022-06-23,17,17
1611661317,PHO,203035,Shey Peddy,shey peddy,2021-05-14,2023-09-08,114,100
1611661317,PHO,203389,Yvonne Turner,yvonne turner,2022-08-10,2022-08-20,5,5
1611661317,PHO,203398,Brittney Griner,brittney griner,2021-05-14,2024-09-25,133,107
1611661317,PHO,203400,Skylar Diggins,skylar diggins,2021-09-23,2023-08-23,17,11
1611661317,PHO,203400,Skylar Diggins-Smith,skylar diggins smith,2021-05-14,2022-08-04,62,62
1611661317,PHO,203829,Bria Hartley,bria hartley,2021-05-14,2021-10-17,34,18
1611661317,PHO,204296,Rebecca Allen,rebecca allen,2024-05-14,2024-09-25,38,19
1611661317,PHO,204332,Cierra Burdick,cierra burdick,2021-05-14,2021-05-21,4,4
1611661317,PHO,204333,Natasha Cloud,natasha cloud,2024-05-14,2024-09-25,42,41
1611661317,PHO,204334,Reshanda Gray,reshanda gray,2022-06-27,2022-08-20,19,19
1611661317,PHO,1627669,Moriah Jefferson,moriah jefferson,2023-05-19,2023-09-10,40,39
1611661317,PHO,1627674,Kahleah Copper,kahleah copper,2024-05-14,2024-09-25,41,39
1611661317,PHO,1628242,Emma Cannon,emma cannon,2022-05-06,2022-05-06,1,1
1611661317,PHO,1628268,Alaina Coates,alaina coates,2023-06-27,2023-06-29,2,2
1611661317,PHO,1628273,Kaela Davis,kaela davis,2022-07-22,2022-08-20,8,8
1611661317,PHO,1628287,Jennie Simms,jennie simms,2022-05-06,2023-07-18,35,35
1611661317,PHO,1628317,Karlie Samuelson,karlie samuelson,2022-05-25,2022-05-29,2,2
1611661317,PHO,1628881,Monique Billings,monique billings,2024-08-18,2024-09-25,15,15
1611661317,PHO,1628890,Diamond DeShields,diamond deshields,2022-05-11,2022-08-20,37,32
1611661317,PHO,1628915,Kia Nurse,kia nurse,2021-05-14,2022-08-14,61,41
1611661317,PHO,1629482,Sophie Cunningham,sophie cunningham,2021-05-14,2024-09-25,152,143
1611661317,PHO,1629484,Megan DiLeo,megan dileo,2022-07-07,2023-08-18,10,5
1611661317,PHO,1629484,Megan Gustafson,megan gustafson,2022-05-06,2023-09-10,67,67
1611661317,PHO,1629485,Kristine Anigwe,kristine anigwe,2022-05-06,2022-06-23,18,18
1611661317,PHO,1629488,Brianna Turner,brianna turner,2021-05-14,2023-09-10,120,120
1611661317,PHO,1629501,Alanna Smith,alanna smith,2021-05-14,2021-10-17,41,36
1611661317,PHO,1629571,Morgan Bertsch,morgan bertsch,2024-05-14,2024-06-09,12,12
1611661317,PHO,1630110,Haley Gorecki,haley gorecki,2021-05-29,2021-06-18,8,8
1611661317,PHO,1630114,Mikiah Herbert Harrigan,mikiah herbert harrigan,2024-05-14,2024-09-25,42,42
1611661317,PHO,1630134,Sug Sutton,sug sutton,2023-05-19,2024-08-18,68,63
1611661317,PHO,1630136,Megan Walker,megan walker,2021-05-14,2021-10-17,43,43
1611661317,PHO,1630442,Natasha Mack,natasha mack,2024-05-14,2024-09-25,42,42
1611661317,PHO,1630446,Michaela Onyenwere,michaela onyenwere,2023-05-19,2023-09-10,40,40
1611661317,PHO,1631056,Amy Atwell,amy atwell,2024-09-05,2024-09-25,8,8
1611661317,PHO,1631068,Sam Thomas,sam thomas,2022-05-06,2023-06-21,39,39
1611661317,PHO,1631089,Destanni Henderson,destanni henderson,2023-08-08,2023-08-20,5,5
1611661317,PHO,1631090,Christyn Williams,christyn williams,2023-09-08,2023-09-08,1,0
1611661317,PHO,1631091,Evina Westbrook,evina westbrook,2023-05-19,2023-06-21,11,11
1611661317,PHO,1641653,Ashley Joens,ashley joens,2023-08-18,2023-09-10,9,9
1611661317,PHO,1641670,Madi Williams,madi williams,2023-08-23,2023-09-03,5,5
1611661317,PHO,1641690,Kadi Sissoko,kadi sissoko,2023-05-19,2023-09-10,40,40
1611661317,PHO,1641700,Liz Dixon,liz dixon,2023-05-19,2024-07-10,32,32
1611661317,PHO,1642294,Charisma Osborne,charisma osborne,2024-06-13,2024-09-25,25,6
1611661317,PHO,1642298,Celeste Taylor,celeste taylor,2024-07-12,2024-09-25,17,17
1611661317,PHX,201886,DeWanna Bonner,dewanna bonner,2025-07-09,2026-07-29,64,64
1611661317,PHX,203826,Alyssa Thomas,alyssa thomas,2025-05-17,2026-07-29,84,77
1611661317,PHX,204468,Valeriane Ayayi,valeriane ayayi,2026-05-12,2026-07-29,27,27
