url,published_utc,source,player_name,team_claimed,status_signal,source_tier,is_speculation,team_id_claimed,resolution,player_id,team_id_asof,last_appearance_before_pub,n_candidates,team_matches,feed_team_id
http://www.espn.com/wnba/preview?gameId=401857104,2026-07-30 06:10:36+00:00,espn_api,Caitlin Clark,Indiana Fever,available,aggregator,False,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-28,1,True,
https://news.google.com/rss/articles/CBMigAFBVV95cUxOdlc0djBxbkZ6NHV1c2txWjBGWnpsOU0tSmJZVDZwS3MwWVFndENaaERkb0swRl9nS0JlVXl0ZFRibWVnVE1iUEEzaEpweVV0MnJNUXp2cU5mRmJBbXBpT3l4YWRzVGxfQk15b3NWNjFodERmMkdhYTUxcHhfUlgzag?oc=5,2026-07-29 11:40:20+00:00,gnews_sun,Brittney Griner,unknown,unknown,aggregator,True,,resolved_full_name,203398,1611661323,2026-07-28,1,,1611661323.0
https://news.google.com/rss/articles/CBMigAFBVV95cUxOdlc0djBxbkZ6NHV1c2txWjBGWnpsOU0tSmJZVDZwS3MwWVFndENaaERkb0swRl9nS0JlVXl0ZFRibWVnVE1iUEEzaEpweVV0MnJNUXp2cU5mRmJBbXBpT3l4YWRzVGxfQk15b3NWNjFodERmMkdhYTUxcHhfUlgzag?oc=5,2026-07-29 11:40:20+00:00,gnews_sun,Aaliyah Edwards,Washington Mystics,unknown,aggregator,True,1611661322.0,resolved_full_name,1642290,1611661323,2026-07-28,1,False,1611661323.0
https://news.google.com/rss/articles/CBMiYEFVX3lxTE13SnR4aFZiemdtMnhCMndLZGVJSWc0d0xrR2FYQW0xRmVXV0FJX3lkcjV3RnVuSGdWRG9IUzc0Z2haLWNyOHNqY18xMmpNOFR1aGg2cmp2d2JINkVrNU1feg?oc=5,2026-07-28 11:35:06+00:00,gnews_sky,Angel Reese,Chicago Sky,season_ending,aggregator,True,1611661329.0,resolved_full_name,1642291,1611661330,2026-07-19,1,False,1611661329.0
https://news.google.com/rss/articles/CBMi5AFBVV95cUxQTkx4Ry1fb2hUc2FQR3BROGNMZTlwYkFXODItSmdMQmVCd3FYQURQMjk0SW1xNTZ6WWVfbTNoOGJ5elk4X2FfbmVtQ2FfRk5lMkdKV3VYWnp2dEdSNlZkYlRMTWdBaF8zczNhcEt2N29FekxvcFlHM25Ob1ZHUFI1M2l4WC1PTVgwT1ZKRWdtNGtpa0c5d3RKQ0l2a25IeUs1NG5wS2hESHZuVUtneHRnaThKNXpaTWdpNGFZaGszMEFqVEZEWU1UVm5GSnZSOXlLdzFtQldqNHBFNlNWSnJYSHNxeGjSAeQBQVVfeXFMUE5MeEctX29oVHNhUEdwUThjTGU5cGJBVzgyLUpnTEJlQndxWEFEUDI5NEltcTU2elllX20zaDhieXpZOF9hX25lbUNhX0ZOZTJHSld1WFp6dnRHUjZWZGJUTE1nQWhfM3MzYXBLdjdvRXpMb3BZRzNuTm9WR1BSNTNpeFgtT01YME9WSkVnbTRraWtHOXd0SkNJdmtuSHlLNTRucEtoREh2blVLZ3h0Z2k4SjV6Wk1naTRhWWhrMzBBalRGRFlNVFZuRkp2Ujl5S3cxbUJXajRwRTZTVkpyWEhzcXho?oc=5,2026-07-27 17:46:52+00:00,gnews_wings,Paige Bueckers,Dallas Wings,unknown,aggregator,True,1611661321.0,resolved_full_name,1642784,1611661321,2026-07-22,1,True,1611661321.0
https://news.google.com/rss/articles/CBMiW0FVX3lxTE5EWko5TGthUTNzYjcxWnktdnFTeWVHS0pUemtyQWFXZmZGSks2Y2lNWmdMNTRWeXZadFlTc0pjMVJrNkVXNi1mM0VIZEt1UmhLR2w5T2t3SjJnZlk?oc=5,2026-07-30 06:27:23+00:00,gnews_fever,Caitlin Clark,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-28,1,True,1611661325.0
https://news.google.com/rss/articles/CBMi7gFBVV95cUxPNTdydlltZHFXSGZZQVhIZXRZd29vTXdVcjJXcUdIdUF1N1p5azdyeGRfb2tNZ29IODE4dm1PcHAyLXp3Mk1uRUpNcVBvc1N2Z0NNX3N0VEN0N2t4T3lsZ1JUMThxTGRBSko3T3o2YkRnV0xLR24zc0FHc0F6dEctUENpRTlKLTE4bXFyUEo1clh4bm5oclRpNUhsa1RkblNkU3F1UjROVEc0LWFVcXNLMUtzR09aUkY1YzgzRHp5bnc0U0pSOWFkS29wTzVrMFQybkNlZmxQV1BVU3l4WnkwR2RyYUlsMlQ3XzFIUXJB?oc=5,2026-07-29 17:09:00+00:00,gnews_fever,Aliyah Boston,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1641648,1611661325,2026-07-28,1,True,1611661325.0
https://news.google.com/rss/articles/CBMicEFVX3lxTE9halZKT3FYaTNnem16VE1zanltZGxHNnZubmkwSHhCS3MwcVRLVnlONmxfSGpYZk5UUVp0aUVqV3YwZWRfWXlCZ1JxV2hDMmlBbzg2YjNHU2NyZnVxS0dHTDFaa1I4ZERkMElKZzJhcGI?oc=5,2026-07-29 10:52:33+00:00,gnews_league,Aliyah Boston,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1641648,1611661325,2026-07-28,1,True,
https://news.google.com/rss/articles/CBMicEFVX3lxTE9halZKT3FYaTNnem16VE1zanltZGxHNnZubmkwSHhCS3MwcVRLVnlONmxfSGpYZk5UUVp0aUVqV3YwZWRfWXlCZ1JxV2hDMmlBbzg2YjNHU2NyZnVxS0dHTDFaa1I4ZERkMElKZzJhcGI?oc=5,2026-07-29 10:52:33+00:00,gnews_league,Caitlin Clark,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-28,1,True,
https://news.google.com/rss/articles/CBMiW0FVX3lxTE05RDUwdkx1TmNkRC0xbnlFWmk1b3FQeHBydHpvc25sbGQ5alVjSEpCRFA5UXg4QzEwWWc2bm9BUEZKWWtFLWdrN0s3ZVFnS0VTLWZfLXJmSUtQT28?oc=5,2026-07-28 18:50:59+00:00,gnews_valkyries,Caitlin Clark,Indiana Fever,out,beat_reporter,False,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-28,1,True,1611661331.0
https://news.google.com/rss/articles/CBMisgFBVV95cUxNd21NMmpkWUVEcHJISVk3ZVNzbFh1WXRxSTIzRGJ4LWZCOExUT25MVjZ4TVF5SVFVU05kUEM2OGNmTzNkUlpOVkhCTUdmd0MyZWFFVk8ybVY0T252Qkt3Qkhsb25ILW1MM3M2ZUVvZTFHQlVDMWtsYXVHWUJNak5EN3c4eEhPNGNKUHpnOXRCdmVkdkVMU1JPdnplZHB4LWw0aTN3bkdyYmt6SUVZNVF4alBn?oc=5,2026-07-28 18:17:38+00:00,gnews_sun,Kelsey Mitchell,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1628909,1611661325,2026-07-28,1,True,1611661323.0
https://news.google.com/rss/articles/CBMijwFBVV95cUxPd1NBVGd6cEdMNVc5ak4wQV9sV1ZsWGozWDYzemh3SWNoTl9uZHZfOGpvSk1nY2Jjd0tqNTByNWdJaFhQZTZyR2tUeXViT2tBTXBrcEZBNXJYQjJJMUhORHFKTFVCazVNWkJwSkdDU3NzLXVOdFVIT2xOZkFlYUt5SG5McW1vel9UelFJOFY1Yw?oc=5,2026-07-28 22:16:30+00:00,gnews_lynx,Rice,Toronto Tempo,returning,aggregator,False,1611661332.0,resolved_surname_only,1643445,1611661332,2026-07-28,1,True,1611661324.0
https://news.google.com/rss/articles/CBMilgFBVV95cUxPazNpcU9GU1JBdEFxd0s5RzdCX0lHWDRiZ1ZEMm9wRzBITWtvUnQ1NWpvYUl6TEU5cnFVejBiUlBVU3hpcm9sbDl1aXhFS3FzSnRRUGZZVWpDOUx6Uk9INV9ISXJIT0dtUzE5YWF0Zm9WbnR0Sm5jekxfQUhuLVNVZTlOamJGRi1pZ1hST0xSdGJERUZFMkE?oc=5,2026-07-29 00:02:00+00:00,gnews_lynx,Kiki Rice,Toronto Tempo,returning,aggregator,False,1611661332.0,resolved_full_name,1643445,1611661332,2026-07-28,1,True,1611661324.0
https://news.google.com/rss/articles/CBMiYEFVX3lxTFBmbS1UY1J2LVlXM0NMOTB5aFl6QzMwdFVVMDJpM0wtVlZ3YUtIZ0hmd0F4U3ZuREVTVkxONUg4WWNXeVoza3R2X0dYay1RYlppZWRyUVdvcndfU1d6SlhCNg?oc=5,2026-07-29 18:11:23+00:00,gnews_fever,Caitlin Clark,Indiana Fever,unknown,aggregator,True,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-28,1,True,1611661325.0
https://news.google.com/rss/articles/CBMimAFBVV95cUxPemhWeS1yV1hJU3ZVSDE0aFBiMVd2MG1uNnFoOHFzWEJPWEFYMDJpN2sxMUlTazNqcDc4blpWdVBVMVQwT2R3bXFtaTVhMlNTTDZQbFZ2OGlYME1CYXMzaFltVFk5ZlQ0RzlDQl9BaUxqczhQb2FmYVJ3UFVhbmYyclhFSk1Nenprd3Nid0U3RFVBZFRPcE5vZQ?oc=5,2026-07-27 21:00:00+00:00,gnews_sun,Caitlin Clark,Indiana Fever,available,aggregator,False,1611661325.0,resolved_full_name,1642286,1611661325,2026-07-22,1,True,1611661323.0
https://apnews.com/article/wnba-all-star-injuries-b54726710ef2d4029ab81faa23ae336d,2026-07-20 17:34:57+00:00,ap_wnba,Paige Bueckers,Dallas Wings,unknown,aggregator,False,1611661321.0,resolved_full_name,1642784,1611661321,2026-07-19,1,True,
https://apnews.com/article/wnba-all-star-injuries-b54726710ef2d4029ab81faa23ae336d,2026-07-20 17:34:57+00:00,ap_wnba,Angel Reese,Chicago Sky,unknown,aggregator,False,1611661329.0,resolved_full_name,1642291,1611661330,2026-07-19,1,False,
