game_id,bookmaker_key,season,home_team,away_team,tip_utc,n_snapshots,open_spread,close_spread,open_ts,close_ts,open_hrs_to_tip,close_hrs_to_tip,abs_close_minus_open
1022500114,betonlineag,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,betrivers,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.0
1022500114,betus,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,bovada,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,draftkings,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,fanatics,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.0
1022500114,fanduel,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.0,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.0
1022500114,lowvig,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,mybookieag,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.5
1022500114,williamhill_us,2025,Indiana Fever,Los Angeles Sparks,2025-07-05T23:00:00+00:00,2,-5.0,-5.0,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,8.07,1.07,0.0
1022500115,betonlineag,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,betrivers,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,betus,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,bovada,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-10.0,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.5
1022500115,draftkings,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,fanatics,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,fanduel,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,lowvig,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,mybookieag,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500115,williamhill_us,2025,Minnesota Lynx,Golden State Valkyries,2025-07-06T00:00:00+00:00,2,-9.5,-9.5,2025-07-05T14:55:37+00:00,2025-07-05T21:55:37+00:00,9.07,2.07,0.0
1022500116,betmgm,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,1,17.5,17.5,2025-07-06T14:55:37+00:00,2025-07-06T14:55:37+00:00,5.11,5.11,0.0
1022500116,betonlineag,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500116,betrivers,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,18.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,2.0
1022500116,betus,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,2,16.5,17.5,2025-07-05T21:55:37+00:00,2025-07-06T14:55:37+00:00,22.11,5.11,1.0
1022500116,bovada,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,2,16.5,17.5,2025-07-05T21:55:37+00:00,2025-07-06T14:55:37+00:00,22.11,5.11,1.0
1022500116,draftkings,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500116,fanatics,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,15.5,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,2.0
1022500116,fanduel,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500116,lowvig,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500116,mybookieag,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500116,williamhill_us,2025,Connecticut Sun,Las Vegas Aces,2025-07-06T20:02:00+00:00,3,16.0,17.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,29.11,5.11,1.5
1022500117,betmgm,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,1,-5.5,-5.5,2025-07-06T14:55:37+00:00,2025-07-06T14:55:37+00:00,2.07,2.07,0.0
1022500117,betonlineag,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.5
1022500117,betrivers,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.0
1022500117,betus,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,2,-5.5,-5.0,2025-07-05T21:55:37+00:00,2025-07-06T14:55:37+00:00,19.07,2.07,0.5
1022500117,bovada,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,2,-5.5,-4.5,2025-07-05T21:55:37+00:00,2025-07-06T14:55:37+00:00,19.07,2.07,1.0
1022500117,draftkings,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.0,-5.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.0
1022500117,fanatics,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.0
1022500117,fanduel,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.5
1022500117,lowvig,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.5
1022500117,mybookieag,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.5,-5.5,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.0
1022500117,williamhill_us,2025,New York Liberty,Seattle Storm,2025-07-06T17:00:00+00:00,3,-5.0,-5.0,2025-07-05T14:55:37+00:00,2025-07-06T14:55:37+00:00,26.07,2.07,0.0
1022500118,betmgm,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,2,-14.5,-14.5,2025-07-06T14:55:37+00:00,2025-07-06T21:55:37+00:00,8.07,1.07,0.0
1022500118,betonlineag,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500118,betrivers,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.0,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.5
1022500118,betus,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,3,-14.5,-14.5,2025-07-05T21:55:37+00:00,2025-07-06T21:55:37+00:00,25.07,1.07,0.0
1022500118,bovada,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,3,-14.5,-14.5,2025-07-05T21:55:37+00:00,2025-07-06T21:55:37+00:00,25.07,1.07,0.0
1022500118,draftkings,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-15.0,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.5
1022500118,fanatics,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500118,fanduel,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500118,lowvig,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500118,mybookieag,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500118,williamhill_us,2025,Minnesota Lynx,Chicago Sky,2025-07-06T23:00:00+00:00,4,-14.5,-14.5,2025-07-05T14:55:37+00:00,2025-07-06T21:55:37+00:00,32.07,1.07,0.0
1022500119,betmgm,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,3,-6.5,-7.5,2025-07-06T21:55:37+00:00,2025-07-07T21:55:37+00:00,25.57,1.57,1.0
1022500119,betonlineag,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,2,-7.5,-7.5,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,8.57,1.57,0.0
1022500119,betrivers,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,4,-6.0,-7.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,32.57,1.57,1.0
1022500119,betus,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,2,-7.0,-7.5,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,8.57,1.57,0.5
1022500119,bovada,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,3,-6.5,-7.5,2025-07-06T21:55:37+00:00,2025-07-07T21:55:37+00:00,25.57,1.57,1.0
1022500119,draftkings,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,4,-5.0,-7.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,32.57,1.57,2.0
1022500119,fanatics,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,4,-5.5,-7.5,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,32.57,1.57,2.0
1022500119,fanduel,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,4,-5.5,-7.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,32.57,1.57,1.5
1022500119,lowvig,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,2,-7.5,-7.5,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,8.57,1.57,0.0
1022500119,mybookieag,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,4,-5.5,-7.5,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,32.57,1.57,2.0
1022500119,williamhill_us,2025,Atlanta Dream,Golden State Valkyries,2025-07-07T23:30:00+00:00,2,-7.0,-7.5,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,8.57,1.57,0.5
1022500120,betmgm,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,3,-9.5,-5.5,2025-07-06T21:55:37+00:00,2025-07-07T21:55:37+00:00,28.07,4.07,4.0
1022500120,betonlineag,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,2,-6.0,-6.0,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,11.07,4.07,0.0
1022500120,betrivers,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,4,-11.5,-6.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,35.07,4.07,5.5
1022500120,betus,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,2,-6.0,-6.0,2025-07-07T14:55:38+00:00,2025-07-07T21:55:37+00:00,11.07,4.07,0.0
1022500120,bovada,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,3,-9.5,-6.0,2025-07-06T21:55:37+00:00,2025-07-07T21:55:37+00:00,28.07,4.07,3.5
1022500120,draftkings,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,4,-11.0,-6.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,35.07,4.07,5.0
1022500120,fanatics,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,4,-11.5,-6.5,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,35.07,4.07,5.0
1022500120,fanduel,2025,Phoenix Mercury,Dallas Wings,2025-07-08T02:00:00+00:00,4,-11.5,-6.0,2025-07-06T14:55:37+00:00,2025-07-07T21:55:37+00:00,35.07,4.07,5.5
