POOLED,2021,2022,2023,2024,target
3.9141454710733825e-06,0.0003684738988717351,2.7564571062344e-06,7.432395017503701e-05,8.265637610027632e-05,pts
1.674554999930855e-05,1.4841957852618215e-05,5.622662765303321e-05,2.824981285565187e-07,6.551791250031247e-05,pts
0.0002070275727811266,0.00048227182295557114,0.00012016477976795059,0.00034115471398310504,0.0025763025885721103,pts
0.00026573987641365093,3.001419629389268e-06,0.003056745147046791,3.0117029189424827e-05,2.4453435773397203e-05,pts
0.0003397920319632153,0.00217025593247433,0.002113333065756895,0.0007303059080591146,0.00027073439909586217,pts
8.188794416996714e-07,0.00016992089273870636,5.8002876450746754e-06,0.0002538156298889094,0.0001577548487586844,pts
2.5214369998582953e-06,9.086165576421834e-05,3.319268512269602e-07,8.045169161974286e-07,6.466248005509989e-05,pts
0.0005094369838242185,0.0011289859452424666,0.0001587665963689311,0.000234835572912373,0.0017376133852314846,pts
8.10593252811298e-05,5.689851007795177e-05,0.0006871299998669755,3.96002103107973e-05,0.00019355865255787918,pts
0.00025319446015814595,3.125334237696897e-05,0.0018094132705279709,0.0007600855694379627,6.134651634503996e-05,pts
4.050716924897113e-05,3.634077161618343e-05,7.051986218375994e-05,0.000474917200021463,2.4607877068261175e-05,pts
0.00012388729349221972,2.0826565693132792e-06,0.0004171493784833613,3.2328999902797584e-05,6.912786200952148e-05,pts
0.0003783195538025197,7.64744465164835e-06,0.00025093969464251575,0.00188359753036349,0.0010843655901414673,pts
3.9444223160822744e-05,0.00017828088789928476,1.2535734406071697e-07,7.182652771442477e-07,0.0003334175073057555,pts
0.00017832983919141565,2.990202401242925e-07,0.0004965175859341642,0.0002322004626673646,5.507651632863375e-05,pts
4.8389686735372806e-06,0.0003870986789764608,0.00024669326296944405,0.0007327255249940379,0.0002744690506324421,pts
1.460774782247043e-07,0.00047046194307798217,0.00015564277387691838,3.676801891239201e-05,8.706530460478312e-06,pts
0.00023631988639072343,0.0016381429693536065,5.5805768128691646e-05,0.00047433280224629115,0.00018467605589489455,pts
0.0002658924251555117,0.003049188721203966,2.249992845959614e-05,2.2277587974350865e-07,0.001563944793167793,pts
3.2775904212911655e-10,0.0003145049775119535,8.068624866353069e-06,7.736935600632933e-06,8.40267643220649e-06,pts
8.002765185166627e-05,0.0005085691959476613,0.0005497754238021901,0.00016600803475907977,0.001159398767496933,pts
0.00021117534040737684,0.00044110163391630763,5.297959208427905e-05,0.00012767868497765011,0.0019831477575064094,pts
1.3583569903330428e-05,0.0005042584172769704,1.4766429033530315e-05,0.00035957010983067583,1.1240918812993606e-05,pts
3.7269399857375873e-06,6.701833418532033e-05,1.452956448466658e-05,9.065638957306277e-07,9.980979500334719e-05,pts
8.721028760927396e-06,6.194863935959916e-05,0.00016232191164444743,4.784877817298749e-06,6.056525350128794e-07,pts
1.1672931834461053e-06,5.2246960874358095e-05,1.1597175383348812e-06,0.0002811490036590536,0.00011530255918812404,pts
3.1225163329651195e-05,3.557501034623378e-05,0.001071540450761077,0.0002086921540072062,0.00045330359932560516,pts
3.0697040283134136e-05,3.3854674242883576e-05,0.00021317121122366167,0.0003980978395273782,5.0845002377508663e-05,pts
1.1334990657196897e-07,3.457719286670269e-06,0.0001259856044575347,0.00030560067045370953,2.5973331800988042e-05,pts
0.0002195088278263979,1.556438167904517e-06,1.2549935578198834e-05,0.0011068818767339117,0.00014942911098714262,pts
0.00033527406667732684,0.0014940602973444461,1.4553037614661868e-05,5.351317417590096e-05,0.0021801023878477155,pts
0.0002121211484207297,0.00013403883638474223,6.336698707021249e-05,0.002044275694092601,1.4446698349823706e-06,pts
5.35166082807903e-05,0.00039231509129700193,6.250378014049929e-06,0.0003400989948421085,0.00023302020814497393,pts
8.585952478479264e-05,0.0002690825384352724,0.00023401916834364656,6.258672340331284e-05,0.0002656075665113944,pts
7.015377781516285e-05,0.0005934394378274144,0.0004689775927206874,9.631637392093495e-07,2.1880365655535527e-05,pts
0.0003701002753695448,0.0002511168907745054,0.0014891571614853438,0.0003482122732699766,0.002398168369944109,pts
5.24435523958644e-05,1.199837154608474e-05,0.0012959803795205005,0.00018713716636609146,0.0011550627397075575,pts
1.0664995383602438e-05,0.0016325799147172138,0.00033665154855000434,0.0021447961347272892,1.924178119150355e-05,pts
8.44689093225659e-05,0.0001223439402648907,8.124585393454176e-06,0.00012945181617385337,0.0002261144102290169,pts
1.1072431527203719e-08,0.0003268103979077175,0.0005649236160786275,0.00015216617940028154,4.354793483596353e-07,pts
1.2582821452555848e-06,0.0013932905579271404,2.596813978072987e-06,0.0002452680042708266,7.821728947865481e-07,pts
3.8041130559385294e-05,0.00024168404113844577,0.0011052643787525795,0.0005784991864669076,0.0006632482321531352,pts
0.00023150628396040318,0.0006442246155565767,4.527389696806772e-05,0.0007390097207915503,0.00040934014474991454,pts
0.00024374596936738158,0.00047387510370766606,0.0009769042998225563,0.0003948460677950516,0.00035559507600413376,pts
2.225060909522014e-06,0.0030643065067900155,0.00012607091600025377,5.189087823653793e-05,0.00045442846075249843,pts
2.9668568044427523e-05,1.3121446582720075e-05,4.5053026577202004e-06,0.0007109897941312004,7.590784196676026e-05,pts
0.0002580207667803869,6.106516618031854e-06,2.796844777197549e-05,0.0005320042663612412,0.001010329691928158,pts
9.829943116979045e-05,1.339382268228384e-05,4.239987952958657e-07,9.615573141741329e-05,0.0016854996599025007,pts
0.00040923340670107056,0.00016670127869866658,0.001038602093980323,0.00025313786763592194,0.002836511298265898,pts
5.557638199549242e-05,0.0010133262888031291,2.0229577160080225e-06,3.6976558099865997e-06,0.0015338311741031063,pts
1.1110112476675482e-06,0.001269623142398535,6.810179002103567e-05,0.001316698145572448,0.00026292034696373534,pts
6.670879061621005e-05,0.00017754317635043648,4.404335357532929e-07,0.0002955449019464984,0.00029218799839658693,pts
7.781130463435648e-05,0.00031696898978539334,0.00013058211188488045,1.0048971477161217e-06,0.00010450176555887314,pts
0.00028415311272866894,0.00017798285038406192,4.9853958591805636e-05,0.00016456722285751457,0.0027742885681307783,pts
2.8285457890686594e-05,0.003009486765665703,0.00045609774068988695,0.0001811376902087769,3.554171829289743e-05,pts
1.254386911453409e-06,0.0002810662067206371,2.4980493108506252e-05,0.0003759959381024469,0.00013145181033347164,pts
0.000136907521536056,0.0002064019827748842,0.00024368746003000652,0.0008109332846636397,0.00021655694818722981,pts
5.391067383342385e-05,0.0004198069873883048,0.00017251311766464106,0.0005821762094845306,2.1038866515499244e-05,pts
4.757039360148152e-05,0.00023243604223233127,0.0006318619460113917,8.922966820656963e-05,0.00017194009527288223,pts
0.00013446798384841863,7.309755508111415e-05,0.0005882978673580341,0.00014564232083591477,1.9229105430174087e-05,pts
0.00013454408094637493,6.057851758178856e-05,0.002344463063446711,5.3499203791940175e-05,0.00015463433461804232,pts
2.827028047514002e-05,0.00045904943155183897,0.000553826679558167,7.614285923029929e-05,5.597425570824655e-07,pts
0.00021885814680466797,0.00034613926488136215,0.0010982722706076586,4.507969538980472e-05,0.0018390452940657553,pts
8.137426293453043e-05,0.0008633943762947904,0.0010801374427066301,0.00012574005155052692,0.00083717741010092,pts
6.685325072675052e-05,0.0004201590679684397,0.0005588678099411881,0.00021369504265444927,0.0010796408875027863,pts
0.00013445807582612712,0.00034572129968379883,4.793015890558472e-05,9.917610604692761e-05,0.0014463906721574604,pts
0.00018027224720595925,3.2765531646772317e-06,5.589607791933737e-05,0.0006108534974096358,7.63592448765893e-05,pts
0.00019265829828629677,2.7411218212369803e-05,3.42346527293369e-06,0.00034071857111295234,0.001207905177715074,pts
2.916545963627115e-07,0.0014007306886155702,0.00025703415628175463,0.00011218812314561788,0.0003663245809376603,pts
4.4401611061339885e-05,0.00022567992324007413,6.432782101062351e-05,0.0004494301945123791,3.2719686970938966e-07,pts
2.9301329789621633e-05,1.6295230387264326e-08,0.00017590676377288172,0.0004158096086371854,0.00021820814512951703,pts
0.00031529593403623046,0.00017273110445104045,0.0008576293798249202,0.00043960996905634264,0.000317470411320131,pts
3.7504071543681405e-05,0.0009972825936350738,3.164083210771551e-06,0.00026608900053792794,0.00010809721248628001,pts
0.00011139991943376337,7.9005334290283e-06,0.00017440968427673287,0.00044394943890735394,3.294766432493379e-05,pts
5.1314904574661924e-05,0.001156533293914408,0.00031825365331084043,2.949799013651777e-05,5.102031450987532e-06,pts
0.00023535899344140354,3.682730244847221e-05,0.00029112602657399567,0.0010422919192045743,3.170707226074487e-05,pts
2.1073707181074042e-05,0.0030870414862944617,1.9649715646830046e-05,0.0003971257889415769,0.0008885729910640405,pts
5.421849261566525e-05,0.00011084093064794853,3.415281348873034e-05,0.00024273735421964648,0.0002851231241867147,pts
1.244765566288386e-06,0.0008031548134604938,1.6379575337177599e-06,7.841704332656185e-05,0.00025186643654251384,pts
1.095678812434997e-05,0.0009870536806164676,2.4581215790187017e-05,0.0002561635529636508,6.300286939220356e-05,pts
2.3427487317984053e-05,0.0002826995958145062,0.0003225271114851713,0.0001147802622529781,6.015550406524017e-05,pts
3.401927072155253e-06,2.7765403203261485e-06,0.00023788080228270836,4.470341340612194e-05,0.00011389166321806865,pts
0.0002730937059018945,0.0002572599194465841,0.00022015813687348285,6.43422233626012e-05,0.0007544332761728612,pts
0.0003421747333842706,0.00032575391967426537,0.001260254445475839,0.0004898560041642908,0.00033026665287172463,pts
4.093011141015346e-05,0.0003235322931062212,0.0002753265481633127,0.00014331218312291227,2.0377753840450374e-05,pts
0.00034248892241872664,0.00010209724799625786,0.0001451545595767545,0.0002802625091504751,0.0016260008092050526,pts
0.00019341845719245132,1.5147639715884509e-06,8.790598615271428e-05,0.0004668608526866569,0.0003891719957916928,pts
0.00010652263558230679,7.362812559641441e-07,0.0001636950903789458,0.00011476897868512026,0.0003185367556046703,pts
0.0003545414250624157,0.0003199280707762986,0.0010081161555020035,0.0005181977697147344,0.00038993031172884773,pts
0.00038063340460747774,3.3531809500164655e-05,7.516664218909508e-05,0.0008247872540789736,0.0006948217372312326,pts
0.00013762605161349306,0.002604647811159877,8.102375615326451e-05,0.0008301229715919067,0.0017450827843610295,pts
0.0002013478317013373,7.623607973283875e-05,0.0007398226279169418,4.268660183603945e-05,0.0011879153348415272,pts
6.7162897049444226e-06,0.00010447854149953084,9.614688031622798e-06,0.00048141539459978233,0.00010418761145969402,pts
0.00025699008981638904,0.0009740961011578397,0.0013422824044053705,0.0008894388871635295,6.395299028505441e-05,pts
5.6427828503125e-06,0.00012799385580908318,0.00024929973757925605,0.00035095478056201834,0.0005377861011025553,pts
6.187327539208809e-09,0.00024172553389323337,4.211266745546283e-06,1.4633130418828522e-05,5.083646905656991e-07,pts
0.00015083138900617854,0.0011652596526277037,0.0003106832191771547,0.00028629550752579114,5.38219900082515e-05,pts
1.4841760987538422e-05,0.0001264702441297061,0.000321085429986101,3.674375106044181e-05,2.023069464573979e-05,pts
0.00011191729558079899,0.0011593900982478367,0.00021056786799988902,0.0004915796156786945,0.00010818142970570044,pts
5.067958408377926e-06,7.207268852948978e-06,0.00015981963618638684,1.6686366020035592e-05,4.917489088152038e-05,pts
0.00028449555321252706,9.520655520400823e-06,0.0005555452148912066,1.6175591820433155e-06,0.001486354640918286,pts
7.264936612294548e-06,0.0003108153331837782,0.00025048270166472264,0.001348129449997737,0.0011538391364960265,pts
1.9987487246408975e-05,0.0001819576087010999,0.00036459739022176585,0.0006355716917233467,0.00027516662162030414,pts
5.65485252900233e-05,0.000211897911863268,4.00767458660356e-05,0.0002409849561666455,2.6742643063681903e-05,pts
8.579643552075744e-05,2.386994004133225e-05,1.0193363403576683e-05,0.0003916216496270275,6.0852836271996225e-05,pts
0.0002777982889260455,0.0007321337412709017,0.00022724257281625526,0.00023187530108292886,0.0004736331506572933,pts
0.00018621547434471974,0.0011359538960267201,0.0005676447403800688,0.0004045277621816945,4.1296690423187066e-05,pts
0.00019570399907808955,0.00016676179606500696,0.0004128479509186711,0.0004653305554020992,0.0023850133425018516,pts
8.292999507331089e-06,0.0002628731692176922,0.0004651892068604502,2.7867720565732945e-05,0.000702251913373364,pts
3.3190452165987594e-05,0.0003507152368613653,0.00012465699141117614,5.676531763754156e-06,3.9065792187709114e-05,pts
8.61865622394653e-05,0.00019051271303049955,0.0012885831941071846,4.729350179311087e-05,0.0022762232019666317,pts
0.000192034914237027,1.0590412900191026e-05,6.568081297830819e-05,0.0003975067522656861,0.00044640076925173133,pts
7.934559544064967e-06,0.0004055449549128509,1.858282389111121e-05,5.073881036454786e-05,0.0001928025217968754,pts
0.00012392002091199394,0.00017136633771719367,0.00015918590287422596,1.2821192164946815e-05,0.0006903384404037816,pts
0.0001263637721484745,0.0028100778161613826,1.807998255565213e-05,3.466275715346967e-07,0.00017345054832340612,pts
1.4853454341046124e-05,4.0929717073034944e-05,0.00019585558496815203,0.00010375785048288844,4.854177101420998e-05,pts
5.8576682284816606e-05,0.0007535156048129599,0.00012727223882924577,0.0002030062475375516,0.00017636374203866545,pts
2.6972367867750258e-05,0.0007963496471714571,2.5161163034193024e-06,7.434404183936927e-06,0.0007625789781073866,pts
4.480762496705815e-06,0.00026340661011359234,9.851407242078558e-06,2.9135013704828516e-05,1.7404443850121964e-05,pts
2.657856005461312e-05,0.0013019121311346193,3.205985949583656e-05,0.00012290799881231607,0.0002972165537726834,pts
0.000666605363574102,1.6155808027606966e-05,0.0016422979473844634,0.0014727122583054753,0.0002532958598318036,pts
2.77898054595882e-05,1.2001402621364399e-05,0.00025015809239237186,5.3771525164725276e-06,0.0008967711151701696,pts
0.00010295056224784993,0.000641967118265141,0.00039896028983421594,0.0003233016872160599,0.0022580817760728955,pts
0.00011582926718156639,0.0012638576837677995,0.00015991790602443157,0.0008558351118601593,0.0001409113537536033,pts
2.998702736234371e-05,0.0004251380841712171,3.851103813745649e-05,0.0002561044291968795,0.00022535992851546727,pts
9.087257020667927e-05,1.210180309629827e-06,0.00011648406883602025,8.47868518091266e-05,0.0002302468949694214,pts
4.846185975848627e-07,0.001149092896223336,0.00032376802532674276,5.081041636900707e-05,2.09731109801492e-05,pts
