team_id,season,abbreviation,franchise,city,arena,lat,lon,elevation_ft,timezone,eff_first_season,eff_last_season,eff_last_season_is_open,venue_id,utc_offset_hours_jul,utc_offset_hours_jan,observes_dst,elevation_m
1611661313,2021,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661313,2022,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661313,2023,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661313,2024,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661313,2025,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661313,2026,NYL,New York Liberty,"Brooklyn, NY",Barclays Center,40.6828,-73.9758,30,America/New_York,2021,9999,True,barclays_center,-4.0,-5.0,True,9.1
1611661317,2021,PHO,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2021,2024,False,footprint_center,-7.0,-7.0,False,332.2
1611661317,2022,PHO,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2021,2024,False,footprint_center,-7.0,-7.0,False,332.2
1611661317,2023,PHO,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2021,2024,False,footprint_center,-7.0,-7.0,False,332.2
1611661317,2024,PHO,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2021,2024,False,footprint_center,-7.0,-7.0,False,332.2
1611661317,2025,PHX,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2025,9999,True,footprint_center,-7.0,-7.0,False,332.2
1611661317,2026,PHX,Phoenix Mercury,"Phoenix, AZ",Footprint Center,33.4457,-112.0712,1090,America/Phoenix,2025,9999,True,footprint_center,-7.0,-7.0,False,332.2
1611661319,2021,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661319,2022,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661319,2023,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661319,2024,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661319,2025,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661319,2026,LVA,Las Vegas Aces,"Las Vegas (Paradise), NV",Michelob ULTRA Arena,36.0905,-115.1767,2030,America/Los_Angeles,2021,9999,True,michelob_ultra_arena,-7.0,-8.0,True,618.7
1611661320,2021,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661320,2022,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661320,2023,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661320,2024,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661320,2025,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661320,2026,LAS,Los Angeles Sparks,"Los Angeles, CA",Crypto.com Arena,34.043,-118.2673,285,America/Los_Angeles,2021,9999,True,crypto_com_arena,-7.0,-8.0,True,86.9
1611661321,2021,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661321,2022,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661321,2023,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661321,2024,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661321,2025,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661321,2026,DAL,Dallas Wings,"Arlington, TX",College Park Center,32.7299,-97.1081,604,America/Chicago,2021,9999,True,college_park_center,-5.0,-6.0,True,184.1
1611661322,2021,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661322,2022,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661322,2023,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661322,2024,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661322,2025,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661322,2026,WAS,Washington Mystics,"Washington, DC",Entertainment & Sports Arena,38.8621,-76.9978,130,America/New_York,2021,9999,True,entertainment_sports_arena,-4.0,-5.0,True,39.6
1611661323,2021,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661323,2022,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661323,2023,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661323,2024,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661323,2025,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661323,2026,CON,Connecticut Sun,"Uncasville, CT",Mohegan Sun Arena,41.491,-72.091,40,America/New_York,2021,9999,True,mohegan_sun_arena,-4.0,-5.0,True,12.2
1611661324,2021,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
1611661324,2022,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
1611661324,2023,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
1611661324,2024,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
1611661324,2025,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
1611661324,2026,MIN,Minnesota Lynx,"Minneapolis, MN",Target Center,44.9795,-93.276,830,America/Chicago,2021,9999,True,target_center,-5.0,-6.0,True,253.0
