absent_player_id,absent_player_name,absent_baseline_usage,absence_game_id,season,dnp_reason,team_id,player_id,player_name,usage_percentage,tm_baseline_usage,n_control_games,delta_usage,minutes
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,201913,Kia Vaughn,0.167,0.18033333333333335,12,-0.013333333333333336,16.133333333333333
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,203035,Shey Peddy,0.167,0.1279375,16,0.0390625,10.6
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,203398,Brittney Griner,0.24,0.25093333333333334,15,-0.01093333333333335,35.233333333333334
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,203400,Skylar Diggins-Smith,0.228,0.2499375,16,-0.0219375,36.0
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,1628915,Kia Nurse,0.234,0.1704375,16,0.06356250000000002,30.35
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,1629482,Sophie Cunningham,0.162,0.13653333333333334,15,0.025466666666666665,16.033333333333335
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,1629488,Brianna Turner,0.109,0.1240625,16,-0.015062500000000006,25.766666666666666
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,1629501,Alanna Smith,0.0,0.1386923076923077,13,-0.1386923076923077,2.7
100940,Diana Taurasi,0.2546875,1022100034,2021,NWT - Injury/Illness,1611661317,1630136,Megan Walker,0.164,0.18457142857142858,14,-0.020571428571428574,24.583333333333332
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,201913,Kia Vaughn,0.103,0.18033333333333335,12,-0.07733333333333335,16.75
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,203035,Shey Peddy,0.14,0.1279375,16,0.012062500000000004,19.533333333333335
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,203398,Brittney Griner,0.159,0.25093333333333334,15,-0.09193333333333334,31.016666666666666
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,203400,Skylar Diggins-Smith,0.341,0.2499375,16,0.09106250000000002,35.53333333333333
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,1628915,Kia Nurse,0.231,0.1704375,16,0.06056250000000002,35.9
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,1629482,Sophie Cunningham,0.111,0.13653333333333334,15,-0.02553333333333334,3.1333333333333333
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,1629488,Brianna Turner,0.123,0.1240625,16,-0.0010625000000000079,28.683333333333334
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,1629501,Alanna Smith,0.0,0.1386923076923077,13,-0.1386923076923077,3.55
100940,Diana Taurasi,0.2546875,1022100039,2021,NWT - Injury/Illness,1611661317,1630136,Megan Walker,0.18,0.18457142857142858,14,-0.004571428571428587,25.9
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,201913,Kia Vaughn,0.179,0.18033333333333335,12,-0.001333333333333353,12.1
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,203035,Shey Peddy,0.217,0.1279375,16,0.08906249999999999,10.583333333333334
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,203398,Brittney Griner,0.195,0.25093333333333334,15,-0.055933333333333335,38.11666666666667
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,203400,Skylar Diggins-Smith,0.272,0.2499375,16,0.022062500000000013,38.11666666666667
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,1628915,Kia Nurse,0.195,0.1704375,16,0.024562500000000015,40.81666666666667
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,1629482,Sophie Cunningham,0.103,0.13653333333333334,15,-0.033533333333333346,13.933333333333334
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,1629488,Brianna Turner,0.12,0.1240625,16,-0.0040625000000000105,39.13333333333333
100940,Diana Taurasi,0.2546875,1022100043,2021,DND - Injury/Illness,1611661317,1630136,Megan Walker,0.211,0.18457142857142858,14,0.026428571428571412,32.2
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,201913,Kia Vaughn,0.108,0.18033333333333335,12,-0.07233333333333335,15.133333333333333
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,203035,Shey Peddy,0.075,0.1279375,16,-0.05293750000000001,17.75
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,203398,Brittney Griner,0.266,0.25093333333333334,15,0.015066666666666673,36.166666666666664
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,203400,Skylar Diggins-Smith,0.289,0.2499375,16,0.03906249999999997,37.583333333333336
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,1628915,Kia Nurse,0.2,0.1704375,16,0.02956250000000002,28.783333333333335
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,1629482,Sophie Cunningham,0.143,0.13653333333333334,15,0.006466666666666648,7.066666666666666
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,1629488,Brianna Turner,0.109,0.1240625,16,-0.015062500000000006,28.7
100940,Diana Taurasi,0.2546875,1022100055,2021,DND - Injury/Illness,1611661317,1630136,Megan Walker,0.174,0.18457142857142858,14,-0.010571428571428593,28.816666666666666
100940,Diana Taurasi,0.2546875,1022100058,2021,DND - Injury/Illness,1611661317,201913,Kia Vaughn,0.205,0.18033333333333335,12,0.024666666666666642,17.866666666666667
100940,Diana Taurasi,0.2546875,1022100058,2021,DND - Injury/Illness,1611661317,203035,Shey Peddy,0.162,0.1279375,16,0.034062499999999996,16.483333333333334
100940,Diana Taurasi,0.2546875,1022100058,2021,DND - Injury/Illness,1611661317,203398,Brittney Griner,0.261,0.25093333333333334,15,0.010066666666666668,32.88333333333333
100940,Diana Taurasi,0.2546875,1022100058,2021,DND - Injury/Illness,1611661317,203400,Skylar Diggins-Smith,0.242,0.2499375,16,-0.007937500000000014,32.45
