player_id,player_name,team_id,season,baseline_usage,games_played
100940,Diana Taurasi,1611661317,2021,0.2546875,16
100940,Diana Taurasi,1611661317,2022,0.24967741935483873,31
100940,Diana Taurasi,1611661317,2023,0.27003846153846156,26
100940,Diana Taurasi,1611661317,2024,0.22930555555555557,36
201480,Sylvia Fowles,1611661324,2021,0.21164516129032257,31
201480,Sylvia Fowles,1611661324,2022,0.21256666666666665,30
201496,Candace Parker,1611661329,2021,0.23578260869565218,23
201496,Candace Parker,1611661329,2022,0.21821875,32
201516,Allie Quigley,1611661329,2021,0.22076923076923077,26
201886,DeWanna Bonner,1611661323,2021,0.237875,32
201886,DeWanna Bonner,1611661323,2023,0.240475,40
201886,DeWanna Bonner,1611661323,2024,0.21589999999999998,40
202250,Tina Charles,1611661317,2022,0.260125,16
202250,Tina Charles,1611661322,2021,0.31262962962962965,27
202250,Tina Charles,1611661328,2022,0.2331111111111111,18
202250,Tina Charles,1611661330,2024,0.24246153846153845,39
202633,Liz Cambage,1611661319,2021,0.25248000000000004,25
202633,Liz Cambage,1611661320,2022,0.24600000000000002,25
202650,Jantel Lavender,1611661328,2022,0.20637037037037037,27
202664,Courtney Vandersloot,1611661329,2022,0.21071875,32
203014,Nneka Ogwumike,1611661320,2021,0.20944444444444443,18
203014,Nneka Ogwumike,1611661320,2022,0.23623529411764707,34
203014,Nneka Ogwumike,1611661320,2023,0.26216666666666666,36
203014,Nneka Ogwumike,1611661328,2024,0.21613513513513513,37
203026,Tiffany Hayes,1611661330,2021,0.20828571428571427,21
203398,Brittney Griner,1611661317,2021,0.2561,30
203398,Brittney Griner,1611661317,2023,0.27406451612903227,31
203398,Brittney Griner,1611661317,2024,0.25233333333333335,30
203399,Elena Delle Donne,1611661322,2022,0.2568,25
203399,Elena Delle Donne,1611661322,2023,0.25369565217391304,23
203400,Skylar Diggins-Smith,1611661317,2021,0.24940625,32
203400,Skylar Diggins-Smith,1611661317,2022,0.27719999999999995,30
203400,Skylar Diggins-Smith,1611661328,2024,0.229875,40
203403,Tianna Hawkins,1611661322,2022,0.20964,25
203406,Layshia Clarendon,1611661324,2021,0.206,21
203824,Odyssey Sims,1611661320,2024,0.2,15
203826,Alyssa Thomas,1611661323,2023,0.222775,40
203827,Natasha Howard,1611661313,2022,0.25411428571428574,35
203827,Natasha Howard,1611661321,2023,0.22838461538461538,39
203827,Natasha Howard,1611661321,2024,0.27240740740740743,27
203833,Chelsea Gray,1611661319,2021,0.2036875,32
203833,Chelsea Gray,1611661319,2022,0.20297142857142858,35
203833,Chelsea Gray,1611661319,2023,0.204075,40
204297,Cayla George,1611661319,2023,0.22378125,32
204319,Jewell Loyd,1611661328,2021,0.2635483870967742,31
204319,Jewell Loyd,1611661328,2022,0.2520833333333333,36
204319,Jewell Loyd,1611661328,2023,0.31444736842105264,38
204319,Jewell Loyd,1611661328,2024,0.2772162162162162,37
204320,Amanda Zahui B,1611661320,2021,0.20393333333333336,30
204323,Cheyenne Parker-Tyus,1611661330,2022,0.21252777777777776,36
204323,Cheyenne Parker-Tyus,1611661330,2023,0.251725,40
204323,Cheyenne Parker-Tyus,1611661330,2024,0.23872,25
204324,Dearica Hamby,1611661320,2024,0.2343,40
204325,Crystal Bradford,1611661330,2021,0.23450000000000001,24
204330,Isabelle Harrison,1611661321,2022,0.23285714285714287,35
204330,Isabelle Harrison,1611661329,2024,0.2118888888888889,36
204333,Natasha Cloud,1611661322,2023,0.20324324324324325,37
204335,Betnijah Laney-Hamilton,1611661313,2021,0.254125,32
204365,Erica Wheeler,1611661320,2021,0.24484375,32
1627668,Breanna Stewart,1611661313,2023,0.2645,40
1627668,Breanna Stewart,1611661313,2024,0.2627894736842105,38
1627668,Breanna Stewart,1611661328,2021,0.2626428571428571,28
1627668,Breanna Stewart,1611661328,2022,0.27999999999999997,34
1627669,Moriah Jefferson,1611661317,2023,0.20923076923076925,39
1627671,Rachel Banham,1611661324,2021,0.21937037037037038,27
1627671,Rachel Banham,1611661324,2023,0.20125,32
1627672,Aerial Powers,1611661324,2022,0.2706,35
1627672,Aerial Powers,1611661324,2023,0.2532,20
1627672,Aerial Powers,1611661330,2024,0.23576470588235293,17
1627673,Jonquel Jones,1611661323,2021,0.2621481481481482,27
1627673,Jonquel Jones,1611661323,2022,0.23403030303030303,33
1627674,Kahleah Copper,1611661317,2024,0.3092972972972973,37
1627674,Kahleah Copper,1611661329,2021,0.21503125,32
1627674,Kahleah Copper,1611661329,2022,0.23858064516129032,31
1627674,Kahleah Copper,1611661329,2023,0.2704736842105263,38
1627675,Courtney Williams,1611661323,2022,0.20411764705882354,34
1627675,Courtney Williams,1611661324,2024,0.234825,40
1627675,Courtney Williams,1611661330,2021,0.24296875,32
1627676,Tiffany Mitchell,1611661325,2021,0.20760714285714285,28
1628242,Emma Cannon,1611661325,2022,0.20047826086956522,23
1628242,Emma Cannon,1611661325,2023,0.26343333333333335,30
1628276,Kelsey Plum,1611661319,2021,0.238,26
1628276,Kelsey Plum,1611661319,2022,0.2516111111111111,36
1628276,Kelsey Plum,1611661319,2023,0.23087179487179485,39
1628276,Kelsey Plum,1611661319,2024,0.23678947368421052,38
1628277,Allisha Gray,1611661330,2023,0.213,38
1628277,Allisha Gray,1611661330,2024,0.214725,40
1628279,Brittney Sykes,1611661320,2022,0.22684375,32
1628279,Brittney Sykes,1611661322,2023,0.241825,40
1628279,Brittney Sykes,1611661322,2024,0.27894444444444444,18
1628280,Brionna Jones,1611661323,2021,0.21096874999999998,32
1628280,Brionna Jones,1611661323,2022,0.20963888888888887,36
1628280,Brionna Jones,1611661323,2024,0.21669999999999998,40
1628878,Ariel Atkins,1611661322,2021,0.23843333333333336,30
1628878,Ariel Atkins,1611661322,2022,0.21913888888888888,36
1628878,Ariel Atkins,1611661322,2023,0.20425925925925925,27
1628878,Ariel Atkins,1611661322,2024,0.23079999999999998,40
1628886,Jordin Canada,1611661320,2023,0.20378947368421052,38
1628890,Diamond DeShields,1611661317,2022,0.28006666666666663,30
1628890,Diamond DeShields,1611661329,2021,0.21540625,32
1628899,Myisha Hines-Allen,1611661322,2021,0.2613888888888889,18
1628899,Myisha Hines-Allen,1611661322,2022,0.24241176470588238,34
1628899,Myisha Hines-Allen,1611661322,2023,0.2012,35
1628909,Kelsey Mitchell,1611661325,2021,0.2398125,32
1628909,Kelsey Mitchell,1611661325,2022,0.23493548387096774,31
1628909,Kelsey Mitchell,1611661325,2023,0.224775,40
1628909,Kelsey Mitchell,1611661325,2024,0.2373,40
1628922,Azurá Stevens,1611661320,2023,0.21828571428571428,35
1628922,Azurá Stevens,1611661329,2022,0.2082,35
1628927,Victoria Vivians,1611661325,2022,0.2123142857142857,35
1628932,A'ja Wilson,1611661319,2021,0.25559375,32
1628932,A'ja Wilson,1611661319,2022,0.26894444444444443,36
1628932,A'ja Wilson,1611661319,2023,0.27905,40
1628932,A'ja Wilson,1611661319,2024,0.3100263157894737,38
1629476,Asia (AD) Durr,1611661330,2022,0.23193333333333335,15
1629477,Sabrina Ionescu,1611661313,2021,0.20246666666666666,30
1629477,Sabrina Ionescu,1611661313,2022,0.25475,36
1629477,Sabrina Ionescu,1611661313,2023,0.22258333333333333,36
1629477,Sabrina Ionescu,1611661313,2024,0.2674736842105263,38
1629479,Teaira McCowan,1611661321,2022,0.23375757575757578,33
1629481,Arike Ogunbowale,1611661321,2021,0.27753125,32
1629481,Arike Ogunbowale,1611661321,2022,0.2753333333333333,30
1629481,Arike Ogunbowale,1611661321,2023,0.256,40
1629481,Arike Ogunbowale,1611661321,2024,0.25821052631578945,38
1629483,Napheesa Collier,1611661324,2021,0.22706896551724137,29
1629483,Napheesa Collier,1611661324,2023,0.2824054054054054,37
1629483,Napheesa Collier,1611661324,2024,0.2571470588235294,34
1629497,Marina Mabrey,1611661321,2021,0.26484375,32
1629497,Marina Mabrey,1611661321,2022,0.2388529411764706,34
1629497,Marina Mabrey,1611661323,2024,0.2318125,16
1629497,Marina Mabrey,1611661329,2023,0.23184615384615384,39
1629497,Marina Mabrey,1611661329,2024,0.21295833333333333,24
1629498,Jackie Young,1611661319,2023,0.20790000000000003,40
1629498,Jackie Young,1611661319,2024,0.21824324324324323,37
1629566,Han Xu,1611661313,2022,0.21959375,32
1629568,Kennedy Burke,1611661328,2021,0.24278260869565219,23
1629574,Li Yueru,1611661329,2022,0.2014375,16
1630096,DiJonai Carrington,1611661323,2021,0.20245833333333332,24
1630096,DiJonai Carrington,1611661323,2023,0.2115,32
1630096,DiJonai Carrington,1611661323,2024,0.21671794871794872,39
1630099,Te'a Cooper,1611661320,2021,0.23316129032258065,31
1630149,Satou Sabally,1611661321,2021,0.22723529411764706,17
1630149,Satou Sabally,1611661321,2023,0.23950000000000002,38
1630149,Satou Sabally,1611661321,2024,0.22086666666666668,15
1630150,Chennedy Carter,1611661320,2022,0.27258333333333334,24
1630150,Chennedy Carter,1611661329,2024,0.28142424242424247,33
1630389,Dana Evans,1611661329,2021,0.21230434782608695,23
1630389,Dana Evans,1611661329,2023,0.21771794871794872,39
1630446,Michaela Onyenwere,1611661317,2023,0.20844999999999997,40
1630454,Charli Collier,1611661321,2022,0.2078235294117647,17
1630462,Aari McDonald,1611661330,2022,0.20880555555555558,36
1631009,Rhyne Howard,1611661330,2022,0.2492058823529412,34
1631009,Rhyne Howard,1611661330,2023,0.23976923076923073,39
1631009,Rhyne Howard,1611661330,2024,0.24243333333333336,30
1631019,NaLyssa Smith,1611661325,2022,0.21946875,32
1631019,NaLyssa Smith,1611661325,2023,0.2613548387096774,31
1631021,Sika Koné,1611661324,2024,0.20241176470588235,17
1631022,Shakira Austin,1611661322,2023,0.21773684210526317,19
1631141,Jade Melbourne,1611661322,2024,0.201,37
1631263,Nikolina Milić,1611661324,2022,0.21554838709677418,31
1631263,Nikolina Milić,1611661324,2023,0.23276923076923076,39
1641649,Diamond Miller,1611661324,2023,0.24453125,32
1641660,Zia Cooke,1611661320,2023,0.2162564102564103,39
1641660,Zia Cooke,1611661320,2024,0.23217241379310344,29
1642286,Caitlin Clark,1611661325,2024,0.26075,40
1642288,Rickea Jackson,1611661320,2024,0.21102500000000002,40
1642291,Angel Reese,1611661329,2024,0.21582352941176472,34
