cluster_perm_dR2_M,naive_row_perm_dR2_M
0.00038800475393625805,1.71361292562555e-05
0.00021143000598807562,9.515633041970751e-06
0.00022097190320823204,0.00011533205465721387
0.0001825404736230672,2.22464223800095e-06
9.481927897711573e-05,1.6547279054313134e-05
4.755589166282938e-05,4.125133831520454e-05
0.00011035017871982845,6.975800448540533e-06
6.049477589454573e-06,2.868869407602972e-08
7.68663033239387e-09,2.297791426007494e-06
0.00011370024173881592,3.859291842620632e-06
1.2420204937257488e-05,2.018190339721382e-05
0.00017573923075202857,0.00013554884732470913
6.61571729228143e-05,7.269513201303206e-06
5.427956459569608e-05,6.142929356751356e-06
2.4993611548740955e-05,1.0901182356093279e-05
0.00018811029625075316,9.871611302103444e-06
5.7284510826312825e-05,8.037471309425064e-06
0.00023777378725748822,1.2019161028345597e-05
2.6079326093135068e-05,5.128995757878116e-07
5.673206542944438e-05,9.129681843998138e-07
4.885101391510647e-05,2.816725173635405e-05
2.022420192398993e-06,4.081780094415358e-06
0.0002233374622276004,8.95315081440442e-05
5.434975623041542e-06,1.199326136973155e-06
0.0003120423250398023,5.082324311637991e-05
8.525299627846051e-07,4.5434314301816194e-05
2.4278285208814275e-06,3.7835787996651565e-05
8.297003882301978e-05,3.6029130133450333e-07
7.5158064972443625e-06,0.0001703562637716902
1.0409392858753416e-06,0.00012884968085119104
0.00015867715930535471,7.691123720540607e-07
5.650179959220907e-07,3.2267179328756795e-05
0.00012545085649070644,1.5286202197372102e-05
4.986024484420619e-05,1.391251081503867e-07
4.045270367049755e-05,2.512641682199443e-06
1.4500765915547373e-05,5.931900253905873e-05
1.072718860267495e-06,6.740642414963649e-05
7.910387036587565e-05,3.510601009431714e-05
9.866211415713821e-05,0.00012598589104701775
2.6427850846064786e-06,7.411292768376417e-05
7.16709140274264e-08,7.313866228945623e-05
2.197146273097152e-06,1.5144010185070871e-05
2.0379744323439562e-05,0.00011268842728014234
4.060913974096461e-05,4.2641631873247783e-05
5.768189822517988e-05,2.3973658970064524e-07
4.931963440428661e-06,1.3544509937975915e-05
2.5144077708398173e-05,0.0002378148299989957
0.00022803014703347507,5.0817951021372775e-05
7.77327435708987e-05,7.071165958169497e-05
8.09349843751068e-06,2.6346813532546865e-05
7.615185412632653e-05,2.8068110223132124e-06
6.466445481368283e-06,4.0446955413406516e-05
3.695912580247306e-05,7.642519957841904e-07
9.007438660573188e-06,3.6189222894686895e-05
9.649882916959962e-05,5.7710530363922025e-05
7.091309420049668e-05,0.0001544814454013365
4.296088362571033e-06,1.4767389867674184e-06
7.2397037435032045e-06,1.406414838474067e-05
9.276213146579988e-05,0.0003221188928896781
3.5429127715866333e-06,2.1073170938978734e-05
0.0003294147435020168,1.681409803989487e-05
1.9729349593071916e-05,4.828480073518379e-05
0.0003297157315752707,0.00011549204850188732
0.0001738011054815577,8.569929178918995e-06
2.8039917959141503e-06,1.610576164911564e-05
2.0595661763254314e-05,3.461005484912189e-05
0.0001224391729422208,6.82839578775027e-05
0.00014261263273402636,3.09438090793005e-05
1.5211951201742031e-06,0.00013098050812033614
2.7615456976651275e-05,1.5129563028774616e-05
3.6864509348879267e-06,9.516215327029164e-05
0.00028287409931855074,7.161334379668432e-07
8.612050736222307e-05,0.0006502026616663833
4.6697054541471054e-05,3.0047216331632213e-05
2.0513502567892377e-06,8.455384891625669e-07
2.7171022440519625e-05,4.306718166350533e-05
0.000118573487243554,9.09879824500494e-05
0.0001294508413003566,5.936658131509077e-05
1.7253631379342345e-05,4.363218215353497e-05
0.0001889918125462873,2.5630945766996938e-05
9.470096525362219e-09,5.185632527423306e-05
0.0001270460701277271,7.196669642663158e-05
1.2882792571193042e-05,5.108392467477331e-05
0.00015900376551293305,4.884651323090982e-05
0.00023346277890898197,1.4930623554621043e-05
0.00037027520876384973,7.417286415220135e-09
6.10372639762998e-05,6.644187209240714e-09
9.836118805627922e-05,4.414136483487808e-06
0.00034597232217724853,4.599817283453403e-07
6.6742681512950495e-06,4.865344507073224e-05
0.00018955295773464106,0.00013404215303719087
6.243437091297822e-05,6.638704273491454e-06
2.862642695167481e-05,2.2480994896059257e-06
4.7553893802691695e-06,0.0003152387456849742
4.565043405639096e-05,3.7689146502076507e-05
2.0484788804475508e-07,2.1988319303610148e-06
6.588454588128631e-05,1.724167086494776e-05
0.0001486552851854592,5.8854294405871083e-05
4.245263104943174e-07,0.0001505756378241999
0.00024581056862864277,2.3977345735320367e-08
1.06257549031837e-05,8.352088891694502e-05
6.276279458573137e-05,2.7621129052018534e-06
4.177676248860254e-05,0.00012173062223881492
2.209646666569527e-05,0.00010060669666077714
2.9305289643858277e-05,2.961063876896505e-05
0.000804878712587562,3.3407069664058546e-05
9.489872414946617e-06,9.485168899886505e-05
4.883848069208299e-05,0.0001522237129491752
1.135803512448745e-05,4.871132364085263e-05
1.7851296057155627e-05,1.3309703544558023e-05
0.0002592291991769757,0.00012937952106764668
0.00021861288913786064,1.2831237180057181e-05
3.3263375352525344e-05,4.3010607004873255e-05
7.544551398426674e-05,2.80699670562537e-05
1.8616234080172154e-06,9.16747764955219e-06
4.686621136274234e-06,2.3426709169157736e-05
5.2981204372847225e-05,5.911158902764925e-05
6.056619456163875e-06,6.220693510592704e-05
0.0001888215688022871,7.543358178626114e-06
0.0005157553436541544,2.8850882609690466e-05
0.0001520411822109784,0.00017818272867343294
2.6912637008966472e-05,3.2301504659989004e-05
2.961304588700303e-05,5.1075634536575435e-06
3.473539228339638e-05,0.00025547710772643134
0.00022826576308274766,2.4818049206976796e-05
3.46917362610762e-05,1.9624676609636468e-06
2.0349099430601567e-05,1.613764732545451e-06
7.051101254697574e-05,2.4299475923098158e-05
0.00024101773555603906,1.4096157835943227e-05
3.529376359591678e-08,0.00013784461562488354
0.00023711743568490838,9.390708218156996e-05
0.0002028545565458634,0.0002401161505763385
1.2732091081218913e-05,1.2277627408786303e-05
7.368857385926283e-05,3.828632449719649e-05
1.3135131861886598e-06,1.93457122537642e-08
7.089932145932536e-05,0.0002781895078887329
0.00027384403042421206,5.8499297711776344e-05
5.6597659784309354e-05,1.3791575931639992e-05
0.0003150186751305552,0.0005709268843157956
0.0001248443594680559,1.2300488962481125e-05
2.7164178746236162e-05,4.0044210970047115e-05
5.493552259415971e-06,2.652629285876449e-09
0.0005818065505694913,6.070359804519849e-05
2.0242850398179816e-05,6.481392217787535e-05
7.10602788530803e-05,2.5445291221380443e-06
2.110778013420682e-05,7.200197802388153e-07
2.1739769701704753e-05,1.770495411411252e-06
0.00025249515942528367,0.00010386253974513008
2.058617603327026e-06,3.109038258174478e-05
0.0004781659234156335,7.931627461562764e-08
8.787809846098132e-06,2.0939509843535077e-05
4.986678223836614e-05,1.2497218396341477e-05
8.396671203947276e-06,5.715098831977574e-06
6.616261351144824e-05,2.254492475873576e-05
7.111959851024068e-05,0.00014078624343588926
8.120081030150834e-05,1.3928758029068878e-05
2.1181397209202655e-06,1.6270110848846129e-07
4.607750878032709e-07,0.0001794522375613121
0.00020586547910171827,3.3672502000622935e-06
9.937362037111866e-05,5.364703933411467e-06
1.9240732775867988e-05,2.11459877769374e-06
4.3990281307449635e-05,1.5280280070765136e-05
0.00010686777993192379,6.169098820117462e-05
4.3395673496621795e-05,0.00021143424599598685
2.7317375001434947e-05,1.1995024988947548e-05
1.7116196523154616e-05,1.2000168830866338e-06
2.4221068436092457e-05,3.24639193490152e-05
0.0001193347951994614,2.7341846728186373e-07
2.2383561262257335e-05,1.5340039498226906e-05
1.0187156408436635e-07,0.00013041965271248007
3.6491523235053544e-05,0.00014634360717618374
1.113714964915894e-07,8.730081378365642e-05
6.308828247349651e-05,1.957248690507445e-05
1.4702333860747903e-05,6.630183503206703e-05
6.541639052467113e-05,5.917331341256236e-06
4.551498602450851e-05,2.5188532179343745e-05
2.2993383455867324e-05,0.00011672065843648888
5.426018883202962e-05,0.00014927574795096417
7.050041335495009e-06,4.307511760667977e-05
0.0002265403860194742,9.888942964018444e-05
1.0628346174364095e-06,4.022705655071459e-05
2.1146587450463224e-05,3.174584783506701e-07
6.7734137940045e-05,1.3186034932347376e-05
5.202223658156733e-06,1.8957343450144603e-07
0.00024365249488283484,1.9246905037631703e-05
1.1882023899969969e-05,6.394033501254742e-05
0.00012366526961240872,2.1637895456831016e-06
3.520758861727638e-06,3.609336882615021e-06
1.089653518290827e-06,0.0001205701487006973
2.3493508733723984e-05,1.095058884623085e-05
9.714409095796627e-06,5.5866409760684256e-05
9.680490783642785e-05,5.421633048980854e-06
6.0659941736354375e-05,0.0002989719853162234
0.00010246113098440046,6.89379170358519e-05
1.5718935846685073e-05,4.3060534357324805e-05
2.8397293755741745e-06,0.00014591347875824272
9.674572314514375e-05,3.134691730501185e-06
6.17702245118854e-05,6.0987577555482136e-05
2.8801005079171348e-05,7.5757608119507096e-06
0.0002612467367684614,9.161230187419152e-06
