cluster_perm_dR2_M,naive_row_perm_dR2_M
0.000683307978187852,2.1358576568111268e-08
1.6760498941274853e-06,7.486096695300983e-05
0.000120207133470831,0.0001722541105888946
4.427779574266832e-05,2.0877302719217325e-06
4.8506660782360604e-05,6.884386372010018e-07
1.3042868122361608e-06,7.040609942399448e-06
1.2337093927241182e-05,2.5672087841007774e-05
4.034644438192553e-05,0.00034412186889621905
4.56275503161883e-05,1.8971830826342363e-06
0.00016338772865204595,3.955253201356342e-05
1.2447982486215956e-05,2.7998781925084372e-05
3.7804257535973848e-06,8.04040205594612e-06
1.0827516680622491e-06,6.44521486780061e-05
7.162186875021443e-06,0.0001019767155030443
6.897387608468744e-05,0.00018585332104865393
0.0003350769705777438,0.0001171139493001445
1.4500896036611164e-05,8.548493723016752e-05
7.818647983199442e-08,5.2761663542179405e-05
0.00044520660606263505,7.542627296429807e-06
2.1044377458477014e-06,3.097621838371666e-05
4.4281736000389444e-05,2.4191753393196284e-06
1.487152564696446e-06,0.0003204304484684288
4.3967234448825213e-07,1.7114297567029533e-08
8.106116946112646e-05,2.061980822343503e-05
2.9123965195338454e-05,4.5536882215331846e-07
4.619085776664515e-13,0.00014234720650226486
0.0002121522199204932,3.8669335542146245e-05
0.00014262856229569783,1.3984418541404395e-07
0.00014331300748450913,5.641003808382341e-06
2.0820350801552734e-05,0.00013007983800820332
1.5459730885345287e-05,0.0001102597824844873
5.822210089182434e-06,9.354959997821556e-05
3.7193934823697576e-06,3.744343589905526e-05
0.000141226458290683,0.00010036702726043487
3.477984875962536e-05,0.00018308438420387268
2.795263070746957e-05,5.214691779488982e-06
0.0001877537920270248,8.372455354783347e-05
4.31764081060676e-05,2.410464326261216e-07
5.051506233892055e-07,3.399309129880748e-05
6.385165921308189e-05,0.00013631845784774736
8.020237442644656e-05,6.119621973386077e-05
3.804771679704549e-05,1.1265939738240935e-05
3.761035844763326e-05,6.378513819836508e-05
0.0002634321577055094,6.531295281205282e-06
5.9184088372440314e-05,6.181049076731893e-05
3.844404499410551e-05,7.0091488479346985e-06
3.904211061387906e-05,3.5393987108261956e-06
3.493719021515421e-08,2.6487812652743735e-05
4.886501750882564e-06,7.48071373592384e-05
2.9162702856615993e-05,0.0001315303963654543
4.674144583780695e-05,2.3173516050258406e-06
0.00015313932065343536,8.525525353761875e-05
0.00014681141058214622,1.5459925561643672e-06
6.682596136154365e-05,7.0894763233890425e-06
5.032811914805431e-07,0.00024881825904496526
9.560339440710038e-09,3.502623509958131e-05
7.212081349248076e-05,1.6344919464940605e-06
5.287535151815415e-07,2.34272454679935e-05
2.632231623337747e-06,1.2113596139993576e-05
2.299361262183648e-07,4.356274273106217e-05
2.404669041177838e-05,4.3319074495893364e-05
0.0001423614497921544,0.00011265423258440803
0.0001951987390809652,4.195690144171516e-07
0.0002829833289306527,0.000132836987565754
2.3463093103993914e-05,6.802230630209407e-05
