cluster_perm_dR2_M,naive_row_perm_dR2_M
0.00012076779873102937,6.374838213479657e-05
0.00014626508809263653,2.7789345585789648e-06
1.658125817191193e-05,2.0534320889799744e-06
9.107283522234266e-05,0.0002924673705642543
7.587328082743482e-05,1.133926541401745e-06
9.233152886768208e-05,1.7854748841672433e-05
0.0003198701748103046,1.1719928721033702e-05
2.993787873732609e-06,8.509687069132382e-06
2.6813037297618223e-05,8.318482366104492e-07
9.575593267713067e-05,1.1301648404658196e-05
4.305105849581226e-07,2.8259691915509084e-06
1.3608608655067722e-06,1.1871600998974298e-05
4.7795777116773064e-05,6.419660487914912e-08
5.02671399725632e-06,2.614999172301049e-05
4.052999477042506e-06,0.00012098237983296173
1.9287836495529646e-05,5.3490775089506674e-05
2.1135100721681565e-05,8.579653606188102e-06
0.00011063078319128556,6.2611291432476e-05
6.533886457192263e-07,2.9283157896441125e-05
7.552772052429078e-05,9.888877983026445e-08
6.576376140821523e-06,8.925856402970179e-05
3.848432925061245e-05,0.00010125942008510902
9.029101874408521e-06,6.637196173667479e-05
0.00011555213157851816,2.2995550223369907e-05
2.2989886853399467e-05,3.901094250267804e-05
1.2087252558662616e-06,0.00018174240097358694
8.22497886254466e-06,5.387275330844449e-05
2.429091836220036e-05,9.468367006673859e-07
7.207067921773917e-05,2.9966678872556522e-05
0.0001656313352073786,6.223785138863094e-05
6.929846153385755e-05,9.622518027033794e-05
2.8185953529493616e-05,4.1187792635154686e-05
2.329192192113083e-05,7.205049324349266e-05
1.4333874390545874e-05,3.859753695818996e-05
1.3499593675758365e-05,8.89632518930648e-05
3.4170266772950274e-05,7.897964356054253e-06
1.6748923360907996e-06,6.884457617516435e-06
3.747347321862827e-07,2.2136076474244014e-06
9.639669891042776e-05,5.2987421406799e-05
7.844300113650075e-06,1.4191721186105879e-05
1.1925282609893248e-05,0.00013382430280325732
1.965176352543836e-05,9.646062435478926e-05
0.00016408086966835002,7.739951580804627e-06
2.2355781266719475e-07,2.047215817866025e-05
6.072397021881799e-07,4.575871295810495e-05
5.820499451201224e-05,3.121979073117218e-05
4.329747325714487e-05,4.1484211389973774e-05
7.56372626359297e-05,0.0002435957799992117
7.826462146138498e-06,2.642929695279813e-05
5.748912442378666e-06,7.521959377458227e-06
6.485608458968834e-07,3.2133641820737794e-06
5.178775935342988e-05,8.233979406796467e-05
6.42423458172713e-07,3.875338121327618e-05
1.333666664077878e-05,6.244663386081757e-05
1.1179175670453078e-05,5.122824959485285e-06
3.6962311243368406e-06,3.2278937540089825e-05
0.0002295340349919821,8.065490551612277e-06
1.6665755071771245e-05,0.0002640288616639354
0.00011161147832018642,4.4486415659765444e-05
2.5350553170075612e-05,1.8245138826980665e-05
2.829490082028606e-06,6.208114590390183e-05
5.410059599884093e-05,0.00031109441627162984
4.1034329782482186e-05,1.214689648401166e-06
3.8170532526184745e-05,8.584967304815128e-08
3.396067264939511e-06,3.1648835277949917e-06
7.826564701303026e-08,6.34365832568255e-05
7.089612460782561e-05,0.0001258472712210081
2.0944520471139617e-06,1.4385043057549849e-05
2.2061175474057806e-06,1.741166189343039e-05
0.00032969378034009646,3.5774442461572483e-06
8.096014385903413e-06,7.38710044806883e-05
5.348788205450122e-05,4.887842549552871e-06
5.236746983880928e-05,8.293282004498916e-05
3.1544027217021126e-05,9.337034959978067e-05
4.525444408772471e-07,1.7364490379948401e-06
5.939092842958927e-05,9.205995678290412e-05
6.802567532258843e-05,3.276435213411562e-05
2.376322817781115e-09,2.548245594791064e-06
0.0004884211728372663,9.743578278469158e-07
2.481655471010768e-05,6.153331053192672e-05
4.233643204599062e-05,3.6174188564794645e-08
2.4383813589572736e-06,2.2930621644355047e-05
2.1163135384201127e-05,2.7501645095107865e-05
1.6989966030027721e-06,6.898989913710402e-05
0.00017883902519127225,0.00010009184036605897
8.822458226396678e-05,0.00017536368654860962
2.9225944269097676e-05,1.0276712360202811e-05
2.670226010974736e-05,0.00010896036467826236
0.00010211250444899375,3.4138510353876934e-05
5.493838149669055e-06,1.5456723175798683e-06
2.530644168178349e-06,9.606494804348835e-05
4.056163604541137e-05,2.6335567909654196e-06
3.656094262356537e-07,8.330144563260202e-06
2.141985380006661e-05,9.607443826257053e-06
3.3961952578821035e-05,1.4785460945452072e-08
1.5375866661548459e-09,0.00013345642937236801
5.088756425141606e-06,5.786056026090004e-05
0.000180250496272588,5.197340396919713e-05
9.186513139632138e-05,1.0203368237414574e-07
7.007283788403399e-06,8.845237920123527e-05
0.0001905621549906775,0.00011918472551200749
3.233271884873219e-07,5.306162950901134e-05
0.00021022886562630059,5.507563462866789e-06
7.643076167077659e-05,1.1410296108558186e-05
0.00013728417600072893,1.4336175173798786e-05
3.149400355546822e-06,4.719430193064727e-05
0.0002114246941249317,4.138480841626461e-05
6.75939707184909e-05,1.200779882040441e-07
2.209826051594285e-06,2.836939905331321e-06
2.2296631625028536e-05,3.930036214957532e-05
0.00012414055808911563,2.681859907483086e-05
1.2485456237189871e-05,0.00016606627878632397
3.696656410683818e-05,5.7159202643192455e-06
0.00015765933161417038,9.840744144622961e-05
0.00010174476374902476,0.00015799233740883544
0.00047563183121801864,2.9918510554324164e-05
1.394467186161507e-06,3.365014921316495e-05
3.4375513030202896e-05,1.4295840621047212e-05
2.8682182396089654e-05,2.2310634726773424e-05
4.949924762224729e-05,2.2806438530803764e-05
8.742412788550786e-05,1.901077873165863e-05
8.801483427985982e-05,5.9972903191356525e-05
0.0001693907601029836,2.371631291928061e-05
0.00016334511197542477,0.00025575759763454326
0.0001559798399801613,1.5445753245433431e-06
3.9156033417084864e-05,3.3525649572706327e-07
0.00037171387377351434,1.984059260606807e-06
7.757956205342668e-05,4.904658771305435e-07
0.0002499994942305121,3.6781383699792194e-06
0.00041180947152595057,2.8331909022077743e-06
3.6915130580768124e-05,3.459199857690389e-07
2.1154501293271617e-05,4.429962421569534e-06
6.779873913974193e-05,3.841694327324877e-06
1.5998546726043823e-05,1.8813083465183123e-05
4.544305709039936e-05,0.00015043555456410572
7.015334021788803e-05,7.109664545511148e-06
0.00016857170285303801,7.635814224015432e-08
1.2763994661485705e-05,4.2764335050597746e-05
8.645039718897241e-05,6.889937280677488e-05
0.00011085277621447421,5.37486379537322e-07
6.999025013466686e-05,5.925316813748083e-07
0.00010149659316946524,5.738207797081119e-05
0.00027372602814911814,7.288026351065003e-05
0.00019674263639779028,8.686135118467704e-06
4.556287699566162e-05,6.8634846035246215e-06
2.5477135080103085e-05,6.8140669856288285e-06
1.2073899089178893e-08,4.7003105068224515e-06
4.7614153207673526e-05,1.3602358969604563e-05
6.130216694994404e-05,3.231766372199351e-05
0.00019211342372056956,7.501545115709808e-05
2.7862892420547246e-05,6.0340413467951474e-05
2.3502182263993506e-05,4.862307952770694e-08
4.199463055277905e-06,5.23021557178453e-05
2.2015907392361632e-05,1.4257452009580384e-05
2.8758868625465357e-05,7.14287601875884e-05
7.43162290199437e-05,1.979608377340325e-05
5.82427919661083e-06,0.0003566784214109141
0.00023847208839991233,1.1911258121985813e-05
0.0009618382640495831,0.00015139769391339013
2.41928164332777e-05,1.21745645074739e-05
2.3619509369177122e-06,1.237877117126979e-05
2.6683527348910456e-06,8.073835273415542e-06
1.656901109959956e-05,1.2297043854759462e-05
6.715096038392421e-05,6.773280243581157e-10
4.137681608444287e-06,3.510198612853712e-05
6.159429057482324e-05,5.0685992713200725e-05
0.00020805915379344556,4.236317732251913e-05
4.8863568613224434e-05,3.5993665662711224e-05
0.0002751565280447917,7.89782817925553e-05
0.00011372646860376097,0.0002952194979543044
1.6737674124761664e-05,1.4996438671858085e-05
1.0396411567339967e-05,0.0002761498443375513
1.2053958096421447e-05,9.725440386237796e-05
7.649893810909247e-05,6.647741539761799e-05
4.2305432281304415e-06,4.3764793568653766e-05
4.75319891355493e-05,4.8380398323408485e-05
0.0003273152959257784,1.3340764136926497e-06
2.9139327992871995e-05,8.969451589835229e-05
6.002189685447142e-05,0.00024507406474437617
0.00019857393155749104,2.869355317113124e-05
1.6154892460337224e-05,3.4546915139125444e-07
8.372692781378373e-05,7.707668884335533e-05
1.3355953432537833e-07,3.6707295391863663e-06
5.458476979587831e-06,6.518683717539711e-06
5.680281676680442e-05,3.698031007201711e-05
1.2746577910459726e-05,3.0547042901782338e-06
2.1952473220146957e-06,0.0001504004931076206
0.00010717576177705854,4.417053599955175e-05
7.5974063373434396e-06,1.91095480324857e-05
4.712349325998021e-05,9.397968287907199e-05
0.00013028969005539196,1.0618841379001226e-07
3.595592830488608e-06,0.00017672722093925493
0.000305146298533964,7.138445452783652e-05
3.6910803408834635e-05,9.991009577936145e-05
0.00019532212897231479,8.952275001222305e-06
9.543468832111266e-07,1.503959872003073e-05
7.710960347554424e-07,2.9431086009264644e-07
3.242239631139763e-05,2.0338997967928335e-05
1.5504836997216107e-05,1.0457286831505122e-06
4.02394727827959e-06,4.650171358032388e-05
