draw,identity
0,0.0032997045402004227
1,0.0032997045402004227
2,0.0032997045402004227
3,0.0032997045402004227
4,0.0032997045402004227
5,0.0032997045402004227
6,0.0032997045402004227
7,0.0032997045402004227
8,0.0032997045402004227
9,0.0032997045402004227
10,0.0032997045402004227
11,0.0032997045402004227
12,0.0032997045402004227
13,0.0032997045402004227
14,0.0032997045402004227
15,0.0032997045402004227
16,0.0032997045402004227
17,0.0032997045402004227
18,0.0032997045402004227
19,0.0032997045402004227
20,0.0032997045402004227
21,0.0032997045402004227
22,0.0032997045402004227
23,0.0032997045402004227
24,0.0032997045402004227
25,0.0032997045402004227
26,0.0032997045402004227
27,0.0032997045402004227
28,0.0032997045402004227
29,0.0032997045402004227
30,0.0032997045402004227
31,0.0032997045402004227
32,0.0032997045402004227
33,0.0032997045402004227
34,0.0032997045402004227
35,0.0032997045402004227
36,0.0032997045402004227
37,0.0032997045402004227
38,0.0032997045402004227
39,0.0032997045402004227
40,0.0032997045402004227
41,0.0032997045402004227
42,0.0032997045402004227
43,0.0032997045402004227
44,0.0032997045402004227
45,0.0032997045402004227
46,0.0032997045402004227
47,0.0032997045402004227
48,0.0032997045402004227
49,0.0032997045402004227
50,0.0032997045402004227
51,0.0032997045402004227
52,0.0032997045402004227
53,0.0032997045402004227
54,0.0032997045402004227
55,0.0032997045402004227
56,0.0032997045402004227
57,0.0032997045402004227
58,0.0032997045402004227
59,0.0032997045402004227
60,0.0032997045402004227
61,0.0032997045402004227
62,0.0032997045402004227
63,0.0032997045402004227
64,0.0032997045402004227
65,0.0032997045402004227
66,0.0032997045402004227
67,0.0032997045402004227
68,0.0032997045402004227
69,0.0032997045402004227
70,0.0032997045402004227
71,0.0032997045402004227
72,0.0032997045402004227
73,0.0032997045402004227
74,0.0032997045402004227
75,0.0032997045402004227
76,0.0032997045402004227
77,0.0032997045402004227
78,0.0032997045402004227
79,0.0032997045402004227
80,0.0032997045402004227
81,0.0032997045402004227
82,0.0032997045402004227
83,0.0032997045402004227
84,0.0032997045402004227
85,0.0032997045402004227
86,0.0032997045402004227
87,0.0032997045402004227
88,0.0032997045402004227
89,0.0032997045402004227
90,0.0032997045402004227
91,0.0032997045402004227
92,0.0032997045402004227
93,0.0032997045402004227
94,0.0032997045402004227
95,0.0032997045402004227
96,0.0032997045402004227
97,0.0032997045402004227
98,0.0032997045402004227
99,0.0032997045402004227
100,0.0032997045402004227
101,0.0032997045402004227
102,0.0032997045402004227
103,0.0032997045402004227
104,0.0032997045402004227
105,0.0032997045402004227
106,0.0032997045402004227
107,0.0032997045402004227
108,0.0032997045402004227
109,0.0032997045402004227
110,0.0032997045402004227
111,0.0032997045402004227
112,0.0032997045402004227
113,0.0032997045402004227
114,0.0032997045402004227
115,0.0032997045402004227
116,0.0032997045402004227
117,0.0032997045402004227
118,0.0032997045402004227
119,0.0032997045402004227
120,0.0032997045402004227
121,0.0032997045402004227
122,0.0032997045402004227
123,0.0032997045402004227
124,0.0032997045402004227
125,0.0032997045402004227
126,0.0032997045402004227
127,0.0032997045402004227
128,0.0032997045402004227
129,0.0032997045402004227
130,0.0032997045402004227
131,0.0032997045402004227
132,0.0032997045402004227
133,0.0032997045402004227
134,0.0032997045402004227
135,0.0032997045402004227
136,0.0032997045402004227
137,0.0032997045402004227
138,0.0032997045402004227
139,0.0032997045402004227
140,0.0032997045402004227
141,0.0032997045402004227
142,0.0032997045402004227
143,0.0032997045402004227
144,0.0032997045402004227
145,0.0032997045402004227
146,0.0032997045402004227
147,0.0032997045402004227
148,0.0032997045402004227
149,0.0032997045402004227
150,0.0032997045402004227
151,0.0032997045402004227
152,0.0032997045402004227
153,0.0032997045402004227
154,0.0032997045402004227
155,0.0032997045402004227
156,0.0032997045402004227
157,0.0032997045402004227
158,0.0032997045402004227
159,0.0032997045402004227
160,0.0032997045402004227
161,0.0032997045402004227
162,0.0032997045402004227
163,0.0032997045402004227
164,0.0032997045402004227
165,0.0032997045402004227
166,0.0032997045402004227
167,0.0032997045402004227
168,0.0032997045402004227
169,0.0032997045402004227
170,0.0032997045402004227
171,0.0032997045402004227
172,0.0032997045402004227
173,0.0032997045402004227
174,0.0032997045402004227
175,0.0032997045402004227
176,0.0032997045402004227
177,0.0032997045402004227
178,0.0032997045402004227
179,0.0032997045402004227
180,0.0032997045402004227
181,0.0032997045402004227
182,0.0032997045402004227
183,0.0032997045402004227
184,0.0032997045402004227
185,0.0032997045402004227
186,0.0032997045402004227
187,0.0032997045402004227
188,0.0032997045402004227
189,0.0032997045402004227
190,0.0032997045402004227
191,0.0032997045402004227
192,0.0032997045402004227
193,0.0032997045402004227
194,0.0032997045402004227
195,0.0032997045402004227
196,0.0032997045402004227
197,0.0032997045402004227
198,0.0032997045402004227
199,0.0032997045402004227
