draw,maxz_null
0,4.265156884747015
1,4.45796409278967
2,3.864783903665036
3,2.8040328713039946
4,3.9711317694297814
5,4.605617473294791
6,4.515173849556551
7,4.135154462245899
8,5.67865510611933
9,5.539005781526392
10,6.318894560455568
11,7.389523355800419
12,4.935031790343149
13,5.447001581827406
14,3.1389057059817036
15,10.426150163641466
16,5.269182995762449
17,6.504056554848534
18,7.759070807463746
19,3.9051113805701023
20,5.204807382017998
21,7.283914968177079
22,5.493101164296694
23,3.199136201115987
24,6.150722502749686
25,4.036080516325959
26,8.31108758963006
27,3.0371145845882856
28,4.175045505663614
29,5.599942279114626
30,5.158459593117532
31,5.480144820897191
32,6.447584723535531
33,4.749524252212524
34,4.333196888716615
35,4.104857007391375
36,3.350430678559566
37,3.290003004948312
38,2.7063260179204702
39,3.0621897136073497
40,3.8806020469036238
41,3.9305216670799656
42,3.2586492775356253
43,4.271655258687885
44,3.5953214331423196
45,4.285404630981932
46,3.5689311116488436
47,2.0871480926165797
48,3.720777444878163
49,2.5767284708975313
50,5.340918269092973
51,2.6332214761418653
52,2.8334354366317487
53,2.796303130333623
54,2.9103555131443692
55,3.6178470729729506
56,3.2299838581487212
57,4.860689964463964
58,3.3997516910211836
59,5.064171235100408
60,2.107193531349156
61,5.714971080226454
62,7.158463254626286
63,4.729146167376235
64,3.046213260381758
65,6.190070160710814
66,9.903657613593284
67,2.3963877223371104
68,4.867328225771986
69,4.20852084716439
70,3.829661352655703
71,5.2334041905021325
72,5.865487225630972
73,3.8690601578424473
74,4.902396833544719
75,4.22372961259587
76,3.4641320376735614
77,2.5950513181383714
78,3.750219977531539
79,3.754397208214815
80,4.294217859704203
81,6.633324659335646
82,4.8209700597728355
83,3.9975690806849626
84,5.872453386638167
85,1.6795664343383536
86,5.513281202894968
87,4.566303560011311
88,3.4829245933538684
89,7.929998998086023
90,5.130803082263815
91,4.904892583307625
92,4.608405729184714
93,4.573281274638432
94,5.578807709551659
95,3.001368451929618
96,4.727979693754857
97,3.9225923671553558
98,8.937724926689823
99,4.7455666232355656
100,4.876669807564752
101,6.391484267068395
102,3.862337377422121
103,3.9070221411244654
104,3.2432188011992213
105,2.4837295785388953
106,4.51356805339413
107,6.614305420081707
108,5.8950856763581045
109,7.459052900597311
110,3.628219138743514
111,6.073200289437336
112,3.667951341743032
113,4.383089214525044
114,4.776025691569544
115,5.900770173275223
116,4.932965743484978
117,6.710802751194911
118,4.500852379273794
119,4.889637082981739
120,3.8572071470181672
121,7.328142423496691
122,1.9834843471699581
123,4.977488806540321
124,3.440213643963357
125,5.725967286517378
126,4.715189075085418
127,3.902355610829013
128,3.6578195678045864
129,5.347352822287742
130,6.913278428958705
131,4.984185509560636
132,3.461530353034996
133,3.146779379817426
134,2.9048907125029975
135,6.322269959052679
136,3.04147437000212
137,5.866685267646616
138,3.704427531277686
139,9.605542943757538
140,4.693219960464421
141,3.5628666488219167
142,3.0853335964293036
143,3.274223686337716
144,6.2790382748144395
145,3.2532116071285455
146,6.037809769220402
147,2.5874722638611156
148,8.389406902986948
149,6.076133361049285
150,2.594685707443794
151,2.0492933178550543
152,4.9156981630358025
153,3.2168572047410695
154,7.618973541451225
155,3.6206165199589844
156,3.67385552604694
157,4.969494545692121
158,2.8988105484284326
159,3.7742670749232325
160,4.955971610977386
161,8.053641703371202
162,2.0310443554708497
163,8.852661521598048
164,3.2108149787497346
165,4.165946550836939
166,6.374364932182518
167,4.070515244574854
168,4.077846613536787
169,5.044214306358047
170,3.489545294902051
171,8.325235071809521
172,4.44078314255788
173,6.138413020586363
174,4.770868934715086
175,4.651021853802988
176,6.051702993104744
177,1.986612970260277
178,10.145650378237393
179,2.3952188939266876
180,3.281910820414316
181,3.9240847583428544
182,2.5466356737454414
183,3.5910426914835596
184,6.491279951513342
185,2.746032629949282
186,7.364645530675107
187,3.888499628272079
188,5.45618263533942
189,5.037283399881083
190,3.1287670400019776
191,4.721702066852517
192,3.7495269902176034
193,9.265601569995182
194,5.740583877907709
195,2.729726927896228
196,7.418743415046579
197,8.78068412128118
198,4.840051313657233
199,3.824283065516729
200,5.038127642404521
201,3.3236736229099364
202,3.769234047463564
203,4.274065063570546
204,7.482341479576037
205,4.1867129669663
206,2.852310233791202
207,5.857080300387133
208,3.307368118286037
209,7.450334535733833
210,4.216922528293373
211,4.327439032812429
212,2.808329198911287
213,2.8930444435272094
214,3.1842947285920284
215,6.425514680124208
216,3.6421604515360975
217,6.764224018643857
218,3.3022943461989867
219,4.492195314024025
220,3.9334866416398304
221,4.211567879524482
222,6.517008381466222
223,4.362257332240374
224,1.8879151126235163
225,4.574401674210596
226,3.880475839290756
227,3.9691662823865643
228,3.2849259385114125
229,3.6718350648063542
230,1.9845193325908308
231,4.945380014731811
232,5.401069545063107
233,5.2301418051833055
234,4.8187152658115755
235,2.8523181310573538
236,2.8502310330498988
237,3.708749118950319
238,2.6670038560188005
239,3.0129013919808907
240,3.343030072645944
241,4.928205977422704
242,3.0463747772546577
243,5.328424402404281
244,6.43686500462872
245,5.251328321973809
246,6.589550916607176
247,3.6789411993600964
248,4.303162477895224
249,2.9724530537280445
250,3.767470345568697
251,5.584686096453347
252,4.981326429998251
253,4.165232481631062
254,2.727804988916266
255,3.715951439412163
256,10.344045910064649
257,7.394761953854522
258,2.7559760019258572
259,8.911702803758446
260,5.430938883218354
261,2.7031636133344867
262,5.568727004498547
263,5.0686583810097146
264,6.725732891187867
265,4.609832672782385
266,2.099255359596107
267,2.9859201797038564
268,2.687696135278908
269,4.381879310839354
270,3.768694577958269
271,2.977718533688302
272,3.595295935349823
273,3.1995179726621132
274,5.471016401735816
275,5.098892690345476
276,5.938352518530651
277,4.284288297515594
278,2.5161804741069713
279,3.7022046498936425
280,4.235934794904329
281,7.351730955291603
282,1.9533242817090937
283,4.294043175483691
284,4.50938001500885
285,6.250116049467479
286,4.414581236452466
287,4.602385812424544
288,2.944201984068137
289,3.0552520447773888
290,6.581971723992068
291,3.4399749449593555
292,5.2494408655869
293,3.419508951342874
294,6.16702757757738
295,4.123144470508915
296,6.892224318264755
297,3.763341537937436
298,3.651301726792296
299,2.5467709740080093
300,6.388255978410577
301,4.189684500664694
302,4.27009573769769
303,3.7922280765175294
304,3.9572626166845577
305,4.776198722390373
306,5.171410509399479
307,2.908031966475022
308,3.854333312796523
309,5.340265803171581
310,4.912978811590167
311,4.355581469942453
312,7.148333152927092
313,6.644692463687544
314,5.982682683602008
315,3.0146471275016413
316,2.7034102511522105
317,5.748705359191483
318,3.264024046677867
319,7.51564742253091
320,3.034767865743983
321,3.936889774563846
322,4.249134762311159
323,5.407186175593572
324,4.130429898274282
325,5.078224935732149
326,3.417729582206333
327,7.510406377596443
328,4.3831660582304
329,3.871665602681294
330,3.4030050028092376
331,2.9492634287991586
332,3.4591464348842065
333,5.958551324624003
334,4.208500324299465
335,4.50881230782208
336,3.8354193670397203
337,2.146594038508976
338,7.46749802709294
339,7.2160631380289315
340,5.387586401440965
341,4.683886012937666
342,4.654456765203326
343,3.6893521518497847
344,3.6971356168464142
345,5.060132788539567
346,2.5370593298315733
347,2.8637540569904765
348,5.60344127997192
349,8.376040094200086
350,4.075703508878751
351,3.1084053147645365
352,2.5676612140956143
353,2.192102171361033
354,4.891817539859828
355,4.397878280984051
356,6.698028843226859
357,3.852102685541377
358,3.50430455559216
359,7.770271230676333
360,3.949032294210795
361,4.018030459685712
362,11.116255047252976
363,3.606040287792011
364,3.0545390316789107
365,3.547105411570038
366,3.8533678400001294
367,5.227053028318554
368,2.4634142441997233
369,7.320445118081939
370,6.417763712882772
371,2.993215205844918
372,2.947756957316544
373,4.690298328862031
374,4.08660740579083
375,5.466837141449274
376,4.620411502985748
377,4.623209322165787
378,3.2249402442957873
379,3.187122136154817
380,5.695880292296216
381,1.7961691956093653
382,4.430208616051387
383,3.3934242799245644
384,4.684881276764149
385,2.5123523889423396
386,4.273684525158902
387,4.35053371079215
388,5.229721137504518
389,6.970366993289571
390,7.121698129779385
391,4.937990542923435
392,4.196813361002889
393,4.420198738790352
394,4.064052469069701
395,3.784032403845845
396,5.011487451993574
397,3.7202428723118026
398,3.8778211959447098
399,4.637256795135492
400,3.148463014164079
401,6.133332597189996
402,3.495886152487768
403,3.400650688012263
404,3.346601856347385
405,2.126056945747768
406,3.387436603453188
407,4.539157337205323
408,4.048387562840989
409,3.922086776658971
410,4.8829066320433485
411,3.0116081847130376
412,2.283862867070265
413,4.896384275177475
414,3.264761599258448
415,5.055181048857314
416,5.220994506918658
417,5.141690615972613
418,5.847306668820505
419,6.0915336898643195
420,5.825590821724191
421,3.2340887767682185
422,3.4385934197726553
423,2.7053919150081516
424,4.742668786475504
425,3.6544481855791826
426,2.949860041748289
427,2.802188057931234
428,2.495970847875809
429,4.530077869949604
430,4.090503336513339
431,3.4312254228967842
432,4.030034351336869
433,3.738589407501638
434,4.693572691373864
435,3.8608444689407877
436,2.6213348475633493
437,2.5520924687707662
438,2.6775335968257723
439,6.9401858377018595
440,5.521493688689715
441,3.208370599934627
442,3.1139726516013275
443,4.145682717671603
444,2.6932939235095286
445,4.2194209202521975
446,5.399375990961516
447,5.130279198396205
448,6.220017782589166
449,10.177409155885277
450,2.928639841134376
451,4.456704551394362
452,3.9747629121179737
453,2.8182451922754335
454,2.9966721585388476
455,4.906253277343036
456,4.297006571573153
457,4.830951168840919
458,4.21433590340877
459,3.251804194923905
460,7.074418041791284
461,2.516682188940057
462,3.9459796213187834
463,3.5766618070580685
464,5.613068499464447
465,4.753521535765866
466,4.963970424934071
467,6.992990014113304
468,4.253233750850086
469,3.1479878677493156
470,4.025319697607423
471,2.8014664062892756
472,4.984145641074707
473,1.864180038767948
474,4.520006794073804
475,3.5969391969534787
476,5.680347095803473
477,3.029047538613181
478,4.510909104907114
479,3.1466510328451145
480,9.41201178454993
481,6.977731083157631
482,4.037402134427984
483,2.7915396811908932
484,4.418918570521058
485,5.945445157863979
486,4.749384279692539
487,8.959417329283557
488,4.860510373427821
489,6.095724504527439
490,3.6599692912028026
491,3.25205901173525
492,3.4462781226767913
493,2.7997505854925504
494,5.2261190275355185
495,3.363522383671305
496,5.581462328418072
497,3.1033369641307704
498,4.1422457161173485
499,3.3474618447655664
500,2.8063331547954347
501,3.8863270797236606
502,4.036174182938997
503,2.7431967780465194
504,4.112490072265266
505,3.973749945711803
506,3.5264956840876103
507,4.305461134824152
508,5.105166338367136
509,7.384466349126087
510,3.1169095376171554
511,4.650554734865299
512,2.25886229733667
513,5.457392548429143
514,2.3323227110460336
515,3.8570520617807147
516,11.075904833615958
517,4.809270093295394
518,4.888496316682485
519,3.4557324482724208
520,7.8557483197378435
521,3.061180434098378
522,4.73035780145754
523,5.241060884417013
524,3.532002591414141
525,3.1962732496126898
526,6.255952673525498
527,3.9899074642595402
528,5.175195776843503
529,1.9682460751302588
530,5.810103089113883
531,3.9612670088010837
532,3.570156769285748
533,6.662747173633383
534,6.503177483226356
535,7.303085443955116
536,2.5776436961096167
537,5.9081082186695655
538,3.086685659257106
