draw,identity
0,0.0007493126225815922
1,0.0007493126225815922
2,0.0007493126225815922
3,0.0007493126225815922
4,0.0007493126225815922
5,0.0007493126225815922
6,0.0007493126225815922
7,0.0007493126225815922
8,0.0007493126225815922
9,0.0007493126225815922
10,0.0007493126225815922
11,0.0007493126225815922
12,0.0007493126225815922
13,0.0007493126225815922
14,0.0007493126225815922
15,0.0007493126225815922
16,0.0007493126225815922
17,0.0007493126225815922
18,0.0007493126225815922
19,0.0007493126225815922
20,0.0007493126225815922
21,0.0007493126225815922
22,0.0007493126225815922
23,0.0007493126225815922
24,0.0007493126225815922
25,0.0007493126225815922
26,0.0007493126225815922
27,0.0007493126225815922
28,0.0007493126225815922
29,0.0007493126225815922
30,0.0007493126225815922
31,0.0007493126225815922
32,0.0007493126225815922
33,0.0007493126225815922
34,0.0007493126225815922
35,0.0007493126225815922
36,0.0007493126225815922
37,0.0007493126225815922
38,0.0007493126225815922
39,0.0007493126225815922
40,0.0007493126225815922
41,0.0007493126225815922
42,0.0007493126225815922
43,0.0007493126225815922
44,0.0007493126225815922
45,0.0007493126225815922
46,0.0007493126225815922
47,0.0007493126225815922
48,0.0007493126225815922
49,0.0007493126225815922
50,0.0007493126225815922
51,0.0007493126225815922
52,0.0007493126225815922
53,0.0007493126225815922
54,0.0007493126225815922
55,0.0007493126225815922
56,0.0007493126225815922
57,0.0007493126225815922
58,0.0007493126225815922
59,0.0007493126225815922
60,0.0007493126225815922
61,0.0007493126225815922
62,0.0007493126225815922
63,0.0007493126225815922
64,0.0007493126225815922
65,0.0007493126225815922
66,0.0007493126225815922
67,0.0007493126225815922
68,0.0007493126225815922
69,0.0007493126225815922
70,0.0007493126225815922
71,0.0007493126225815922
72,0.0007493126225815922
73,0.0007493126225815922
74,0.0007493126225815922
75,0.0007493126225815922
76,0.0007493126225815922
77,0.0007493126225815922
78,0.0007493126225815922
79,0.0007493126225815922
80,0.0007493126225815922
81,0.0007493126225815922
82,0.0007493126225815922
83,0.0007493126225815922
84,0.0007493126225815922
85,0.0007493126225815922
86,0.0007493126225815922
87,0.0007493126225815922
88,0.0007493126225815922
89,0.0007493126225815922
90,0.0007493126225815922
91,0.0007493126225815922
92,0.0007493126225815922
93,0.0007493126225815922
94,0.0007493126225815922
95,0.0007493126225815922
96,0.0007493126225815922
97,0.0007493126225815922
98,0.0007493126225815922
99,0.0007493126225815922
100,0.0007493126225815922
101,0.0007493126225815922
102,0.0007493126225815922
103,0.0007493126225815922
104,0.0007493126225815922
105,0.0007493126225815922
106,0.0007493126225815922
107,0.0007493126225815922
108,0.0007493126225815922
109,0.0007493126225815922
110,0.0007493126225815922
111,0.0007493126225815922
112,0.0007493126225815922
113,0.0007493126225815922
114,0.0007493126225815922
115,0.0007493126225815922
116,0.0007493126225815922
117,0.0007493126225815922
118,0.0007493126225815922
119,0.0007493126225815922
120,0.0007493126225815922
121,0.0007493126225815922
122,0.0007493126225815922
123,0.0007493126225815922
124,0.0007493126225815922
125,0.0007493126225815922
126,0.0007493126225815922
127,0.0007493126225815922
128,0.0007493126225815922
129,0.0007493126225815922
130,0.0007493126225815922
131,0.0007493126225815922
132,0.0007493126225815922
133,0.0007493126225815922
134,0.0007493126225815922
135,0.0007493126225815922
136,0.0007493126225815922
137,0.0007493126225815922
138,0.0007493126225815922
139,0.0007493126225815922
140,0.0007493126225815922
141,0.0007493126225815922
142,0.0007493126225815922
143,0.0007493126225815922
144,0.0007493126225815922
145,0.0007493126225815922
146,0.0007493126225815922
147,0.0007493126225815922
148,0.0007493126225815922
149,0.0007493126225815922
150,0.0007493126225815922
151,0.0007493126225815922
152,0.0007493126225815922
153,0.0007493126225815922
154,0.0007493126225815922
155,0.0007493126225815922
156,0.0007493126225815922
157,0.0007493126225815922
158,0.0007493126225815922
159,0.0007493126225815922
160,0.0007493126225815922
161,0.0007493126225815922
162,0.0007493126225815922
163,0.0007493126225815922
164,0.0007493126225815922
165,0.0007493126225815922
166,0.0007493126225815922
167,0.0007493126225815922
168,0.0007493126225815922
169,0.0007493126225815922
170,0.0007493126225815922
171,0.0007493126225815922
172,0.0007493126225815922
173,0.0007493126225815922
174,0.0007493126225815922
175,0.0007493126225815922
176,0.0007493126225815922
177,0.0007493126225815922
178,0.0007493126225815922
179,0.0007493126225815922
180,0.0007493126225815922
181,0.0007493126225815922
182,0.0007493126225815922
183,0.0007493126225815922
184,0.0007493126225815922
185,0.0007493126225815922
186,0.0007493126225815922
187,0.0007493126225815922
188,0.0007493126225815922
189,0.0007493126225815922
190,0.0007493126225815922
191,0.0007493126225815922
192,0.0007493126225815922
193,0.0007493126225815922
194,0.0007493126225815922
195,0.0007493126225815922
196,0.0007493126225815922
197,0.0007493126225815922
198,0.0007493126225815922
199,0.0007493126225815922
