team_season_relabel,game_level,row_level_naive
1.0704842290509009e-05,2.13813982367845e-05,6.515501605092529e-05
0.00010344391581252821,4.822967266661615e-06,0.00021508175223463834
0.00041419536929373786,3.3007555174435184e-06,1.1216272460221413e-05
4.0645186139217234e-05,0.0002343593457236815,0.00017908271181604014
0.00021894348389980844,2.2250266318977986e-07,0.00016708171425926024
5.5002185949675274e-05,4.357364297133594e-08,0.0002410469768194333
0.00010683268322363595,2.4407611845373257e-05,0.0002764752964237069
2.2683890738657525e-05,8.767037639607925e-08,1.0535144636736288e-06
5.7997880475323734e-05,1.4537545866628932e-05,1.196108488548616e-05
4.1212870108287515e-05,1.0006719009824326e-06,0.00015501616632709598
0.0001514163187918912,0.00011083575662613519,1.6047257798113132e-05
0.00021480399303207864,2.115389097763073e-08,3.6908167790035765e-06
0.00021554031672185936,0.0001100301950604024,5.022056117939764e-05
6.656907714867413e-05,1.8565905662522613e-05,1.696397987229548e-05
3.621339848841283e-05,5.409896712972607e-07,2.821743514381932e-05
5.999257750663106e-05,6.863339241374178e-05,1.7968327205731837e-05
0.00010571203682943817,4.055988547230495e-05,6.436162009857549e-07
1.1462593754528023e-09,4.01768079642044e-05,0.00014234110929431105
0.00032635819889518294,2.927034178456834e-05,7.170186926499344e-05
0.00027785383400846575,3.4918744855115982e-06,1.4463214144898707e-07
0.0001902439090085692,0.00012118496032446979,8.812887090549905e-05
2.4756339645298352e-06,6.558803969496525e-06,3.705915447620818e-07
1.533972607455465e-05,3.4040826888110447e-06,4.715653646559443e-05
1.880429600960235e-05,6.472647648009032e-05,0.00021909517654001656
4.902994345043105e-05,5.2103238163680695e-09,1.5274422258695477e-05
5.8041593353500125e-06,7.4899257166123e-05,3.9067393326068706e-05
3.843636062913187e-05,1.1457403556991576e-06,1.642328806168149e-05
0.00015273758927064824,0.00028770219231377475,4.292959951430034e-05
0.00016357400854018228,2.0148756982028812e-05,1.9108718285415312e-05
1.1998417423750038e-05,0.0001227031632929223,3.283787181980626e-05
0.00013447878134049948,7.033189851453022e-06,3.24018384033654e-06
6.232615294817508e-06,2.8858338387174552e-06,2.8641202240664342e-05
3.7558307577269992e-06,0.000337980150439844,0.00014416187517255074
9.851231607736981e-05,3.4159285213369232e-06,5.7226587803255455e-05
8.097696358764103e-05,0.00016155422372445954,4.469199501002314e-05
0.0003650387749036172,8.263698119716067e-05,0.00031295854593559486
0.000501165800467018,1.672188343534392e-05,1.4363457823560648e-07
3.543428499059887e-06,1.0964999348230986e-05,4.71818478715747e-06
6.730293118112697e-05,0.000263788770604893,3.081706205715362e-07
5.991583609931516e-05,2.4421915023904923e-06,0.00020974806839340338
2.952276042204386e-05,2.671301893158661e-05,0.00018775976827196592
9.339402467218782e-05,8.524279207610212e-05,2.634842664887784e-05
2.771618970586226e-05,1.4034441433997645e-05,3.6907430256205022e-06
0.0001639261002351158,0.00010008749439471708,3.4976281386749527e-06
9.722409019932161e-05,5.803232267518741e-05,3.588832542507441e-05
0.0002241860767310921,1.4202382122627938e-05,3.537948283288158e-05
2.8973172836789513e-05,3.955003555904358e-05,0.00029857769519245423
1.328381190327807e-06,1.8400782230279384e-05,8.604088065412482e-05
0.0003040166572805666,3.975519527264613e-05,7.509057540584502e-05
6.897597483432699e-05,1.3217690166035857e-05,4.311656728163325e-08
8.626317078348041e-06,0.00028685132594341096,7.00972221145814e-05
0.00026688863568426386,7.753572518287664e-06,4.9037784514874575e-06
0.0005788446041185879,3.272019681752368e-05,9.503876851661928e-06
0.00016940560402561446,0.00018861514461958873,1.992494680132347e-05
1.2208132712904625e-05,6.372312935002837e-05,3.6470737708566626e-05
2.8872020184164382e-05,1.6687743750573443e-07,0.0004126877512157409
0.00041749103276229356,5.231522358462811e-07,1.3507964353805162e-05
6.712420235387944e-05,4.817955433119207e-05,0.0002750405518522657
1.0942899326191162e-05,0.00012776526640360264,1.1929275973904213e-06
8.744564000097072e-07,8.047487076569795e-05,5.170761135125301e-05
5.8509794929272776e-05,7.831957864690178e-05,0.0001082613674571172
7.948029421210034e-05,2.394006373220765e-06,3.398044120874492e-05
8.27461643584408e-05,2.4739186274017995e-06,1.4195221098445694e-07
5.769960612537223e-05,6.582548147452816e-06,2.7886778905922247e-05
0.0001435003257266341,0.00015122618908666743,1.845174148720298e-05
0.00011783920520738436,0.00016085411164597522,1.6315306220104968e-08
8.309553483850679e-05,5.183470426808834e-06,6.766596900404278e-07
1.6671965278052498e-06,1.958994624417422e-06,0.00012868491812621208
3.2378518449376936e-05,5.9097345621654375e-06,1.2181941106846473e-06
0.00012613291201828402,4.648606378245931e-05,3.738227349929879e-05
6.172204796457555e-05,1.712251411308888e-05,8.231540250774001e-06
0.0001969953194450984,4.0770563823474336e-05,7.82354953509491e-05
5.042144348011174e-05,1.0157695599927777e-05,1.9599890922735346e-05
3.802118278565891e-05,7.4523515497622385e-06,1.2400612562312879e-05
0.00020002190381594753,3.023386377228395e-05,3.426471915636743e-05
0.00027886972670167,3.851599700317096e-06,5.0490423790027044e-05
0.0007065294653888987,2.0654873609549907e-05,0.00016142832544024628
1.0721821810027697e-06,2.9102973133032896e-05,2.5326143160944905e-05
2.8981752102268664e-05,2.1568965642701341e-07,1.0321245436395388e-05
5.435814400234322e-05,8.125976639897156e-06,1.990994270382488e-06
5.69426264753481e-05,0.0005075841038220106,1.0451552169997897e-05
0.00015405583158480623,4.343703720280382e-06,1.9207706891393773e-06
8.618756991236495e-05,9.703204334549412e-05,5.096784011104578e-06
9.822773134307512e-05,8.818688235805983e-07,0.00011111079272179596
4.4908727662293167e-07,6.734040617558092e-05,8.659007202582602e-06
0.0004847735203418576,0.00015165258910056326,1.770523385549177e-05
2.315781938870699e-05,6.44658122738458e-05,0.00011797144033724047
8.85997601007648e-07,0.00017060044318166983,1.8708234550527123e-07
0.00039553325401364713,9.342719076606863e-05,1.6115979791283155e-05
9.654740101379981e-05,2.7763894926110527e-05,6.746114216546099e-05
1.2010452454742553e-05,0.00010171840276850921,0.00012648964259566882
4.311477894904233e-05,1.7564537945119575e-05,2.679464980061723e-07
6.9958142170641765e-06,0.00014531378446362863,1.325279391257354e-05
0.00012827476910006974,0.00011763266658458536,2.8986140702006405e-05
0.00025604663872365655,6.8213758014020165e-06,0.0001040783337204193
4.721236080548623e-06,4.0523175230075677e-07,4.40913074831475e-05
0.00044663982658787137,3.738202540161735e-06,7.840448884738583e-06
0.0001067565547561136,0.00013368793050726454,1.6887079311841216e-05
0.00010821476790328614,2.810842247206297e-07,5.3627576226438465e-05
6.171988006913182e-05,1.5193738206412624e-05,0.00010843308854897579
3.965600847126809e-08,6.98924583812169e-06,1.7306526180800392e-06
0.0001628627104105994,6.4557633074415245e-06,1.325892002663019e-06
0.0001778719179327185,0.00011920953603746962,1.5746012840541865e-06
3.371051805979361e-05,1.4105953493165799e-05,8.712162237068173e-05
5.438063837134772e-06,1.3355052270465816e-07,1.7340595949981414e-05
3.0093957400562483e-05,7.364061728336591e-05,4.555387043451326e-06
0.00015646775334527955,2.8682393108056694e-05,4.794104177361481e-05
0.0004069145538595843,3.183796527023785e-05,0.00023691460535269258
2.2726298856148188e-05,1.4051540397654557e-07,4.255960899644097e-07
0.00021603191678882906,3.852811134534148e-05,1.4251656291651015e-08
7.058204824895891e-05,6.182216823161117e-05,7.008364399455518e-07
0.0001508019152442501,1.822964661721905e-05,5.7482411633847865e-06
3.8635901287277936e-05,7.023150110927422e-05,4.252077159231409e-05
0.0001606480592198958,4.035461294720808e-05,1.2771877174210744e-05
7.685401476389007e-06,2.590889892991664e-05,0.00011007314679167983
1.657672954808315e-05,2.835527101572412e-05,0.00023315525233928854
1.4545141398741206e-06,0.0002004687683432329,3.706955274429229e-05
