2021_dR2_teamseason,2021_beta_teamseason,2022_dR2_teamseason,2022_beta_teamseason,2023_dR2_teamseason,2023_beta_teamseason,2024_dR2_teamseason,2024_beta_teamseason
0.00023551498125012186,0.020925779229571513,0.0003701850404067197,-0.03924202590480801,0.00017670544617604946,0.029347908594027253,0.0005932369929975618,0.04856400107380974
0.00012854518608503192,0.01578826464258213,1.702837970391282e-05,-0.008341060570822477,0.0001155776201812633,-0.023710576369760292,0.0002238696357694874,0.029579063114555548
0.00011951639435416503,0.01509675440523347,9.252855109827072e-05,-0.02051520420248119,0.00024495992520152856,-0.03392604620213704,0.0018547884952298229,0.08813546469722071
5.7841273906512195e-05,0.01110933402103751,0.0006551144369380137,0.05313779877424949,4.9931440952131805e-06,-0.004883387233171508,0.0017321833000390387,0.08492673124334528
3.188350392105414e-05,0.008007060354055288,2.214341489140203e-05,-0.009673668447754073,2.0918860305810195e-06,0.003112388482632853,0.0010450204145929076,0.06720057992561218
0.001521330722957147,0.056518169555011155,0.0003211416946348468,0.034302107848756924,7.19883201763267e-05,0.01917019642335955,0.0018491462034841565,0.08866191079907083
0.0001512160502577203,0.016729243286778064,1.676135915569146e-05,-0.008189738735033824,3.7607057889227756e-06,0.004255615605791056,6.155163173480529e-05,0.015649928033825877
9.81304581864049e-06,0.004481267959931945,1.7041457593098895e-06,-0.0027410668953780273,5.83298651420053e-05,0.01675045061296007,0.000382994558575164,0.04234652589732485
0.00013937199751243122,0.016260760640598965,5.786768857004892e-05,0.01568549764680422,2.7981995917369704e-06,-0.0036427024973188903,0.0021477746380102344,0.09723881589028181
0.00022794752503456735,-0.023153814027010056,2.360444990343899e-06,-0.0031161340890841203,2.4305860216996823e-06,-0.0033208636810351396,0.0005244562402989848,0.04677124268028225
0.00038025659535469153,-0.026583684264782276,1.8676778324244267e-05,-0.00868518113415501,0.00014311101468101768,0.026594402688848506,6.175279255565923e-05,0.01605305480784371
0.00011815309325736002,-0.015145818124520687,3.2724001286403475e-07,-0.0011932361177144242,0.00014932983168715834,0.02641487206890998,0.0013307152742760466,0.074987443434126
0.0003625392744191973,0.02704502690168701,7.73660560507374e-05,0.01885116454781401,0.00020419367772078753,-0.030563264231867386,0.0001319716268473382,-0.025972085408346224
0.00030288035610248306,0.023850748481542616,0.00025140393172531217,0.03338771403240971,0.00010038526327922588,0.021522297501727423,0.0002838461749668039,0.03559210418057732
0.0010487590295980198,0.044693206284983855,0.00018791751165931898,0.026895963747339595,0.00019936218490766258,-0.030383792754747587,0.0003887961343585958,0.04153208235550046
3.9677659632532515e-05,0.00856251597369868,0.00017027220700930148,-0.02612392141855522,2.2355243975157367e-05,0.010175751596173538,0.0008463104923304388,0.05992306794493825
4.6363736605824e-05,-0.01014856627607973,0.0005095622402099931,-0.04608544074096508,1.4089605154703973e-05,-0.008626329022777547,0.0006391193294464827,0.0554416464112049
5.5693953937569145e-05,0.0106701327086277,0.0005015506294877581,0.04363668930389389,0.0003041677936745942,0.036755521583952074,0.0014842548409898847,0.07938222985335987
7.291749531729825e-05,0.011852701711039542,0.0001918537738622817,-0.028570198428492143,0.0001384400833320872,-0.025652185039582755,0.00025153811144070924,0.03281327787964076
1.010978068426158e-05,-0.004299300807146208,0.0006244426462019708,0.05327554692350094,0.00024700466771273026,-0.03413220881463168,0.0011526648049692964,0.06990152207280108
0.0005468794438736861,0.0321813241141161,0.00020080782246162837,-0.028698832997428043,6.36498069599877e-05,-0.018348131184276372,8.237669753444837e-05,0.018673811589126666
0.0010889850407149934,0.04944422113352362,1.181655695011693e-05,0.006721023367244799,7.692724138062701e-05,0.019214586145122902,0.0007268385572118849,0.05642860330768642
0.0001534463028230192,-0.017638479680086496,1.72868949534147e-05,0.008239971381896588,3.153908692632316e-05,0.01227494743606649,0.0016549972644967386,0.08405359751393081
0.0003107037103126218,0.02356809494196819,0.0004548897284261503,-0.042745477218304816,2.8058545404202808e-06,-0.0037758940908697884,0.0009700040277246645,0.06269141178754832
0.0005461457961697721,0.033090853746780065,1.5741224561152514e-05,0.008189713556280821,4.289893270531953e-05,0.014023049289776369,0.0016778237239781582,0.08670555295675024
4.9610698345933043e-05,0.009336790370007229,1.1009340727043979e-05,0.00683866158155949,1.0888936428194426e-06,-0.002370713462823634,0.0006848946596750886,0.05401455612470021
