GAME_ID,game_date,season_h,TEAM_ABBREVIATION_h,TEAM_ABBREVIATION_a,margin_true,str_margin_cal,margin_v1_none,margin_v2_reconstructed,margin_v3_pregame_oracle,margin_v4_omniscient,s_v1_none_h,s_v2_reconstructed_h,s_v3_pregame_oracle_h,s_v4_omniscient_h,s_v1_none_a,s_v2_reconstructed_a,s_v3_pregame_oracle_a,s_v4_omniscient_a,n_rows_h,n_rows_a
1022400035,2024-05-29,2024,NYL,PHO,3.0,6.467161722532994,6.467161722532994,5.963186234220639,7.690330437170879,7.9894904600654115,2.5085369555138266,2.505614893184471,2.8483853490996696,2.9542790833333337,-0.2798550267697362,-0.15678321702100317,-0.24579881184336452,-0.2146950833333334,11,11
1022400042,2024-05-31,2024,NYL,WAS,11.0,9.262351695700898,9.262351695700898,9.398373211678866,7.499044347940716,7.014529269775509,2.5542502684452035,2.6697795188236846,2.2132420214016313,2.1778283333333333,0.3348463602998287,0.4163702316838181,0.434664950196302,0.5203800316693058,11,11
1022400046,2024-06-02,2024,NYL,IND,36.0,9.84972669807374,9.84972669807374,9.107086305878342,9.883411223152866,9.302382236088432,2.50054819029796,2.3216102276788355,2.503485193921906,2.2491606666666657,0.018663908134967065,0.02538604356469232,0.01317978048913184,-0.09588749999999996,11,11
1022400062,2024-06-09,2024,NYL,WAS,5.0,13.315733790634944,13.315733790634944,13.976541443568559,13.271810328596567,13.943614891867139,2.4983762530081823,2.4545733409640174,2.278122816298229,2.4439105,0.41462577831623126,0.20562095303866273,0.2053532071158724,0.20318975000000006,11,12
1022400088,2024-06-20,2024,NYL,LAS,13.0,11.40643893542492,11.40643893542492,11.46505222062412,13.00088440713338,10.50013162504673,2.5424546873113236,2.5312026606463047,2.9342611219938046,2.3574620833333335,-0.283418223616557,-0.30932357158137624,-0.29022315686119105,-0.24183400000000005,11,12
1022400092,2024-06-22,2024,NYL,LAS,10.0,12.455522114969671,12.455522114969671,12.809662691084643,13.663200787968627,12.56304849409389,2.385611047217062,2.4809459370197247,2.6871170070007713,2.4391164999999995,-0.2863486080018828,-0.2795488622279632,-0.28676231646791245,-0.25972475,11,13
1022400106,2024-06-30,2024,NYL,ATL,6.0,11.86127122911884,11.86127122911884,12.741834884484282,13.804611854344142,14.821105220694328,2.1996530077476617,2.347602379277206,2.6655818288361544,2.8646806932755604,0.20390689569930673,0.13171535338749016,0.1840005604814737,0.12897608333333324,11,12
1022400111,2024-07-02,2024,NYL,MIN,9.0,3.694570604438937,3.694570604438937,3.9178453930796326,5.448037793736117,5.095386148964215,2.314673958813016,2.4813009618599566,2.737148984480483,3.0359843333333334,1.620182011611002,1.7309903174977685,1.6042902399541736,1.9912884999999998,10,12
1022400133,2024-07-11,2024,NYL,CHI,15.0,8.807083373620735,8.807083373620735,11.251783653313414,11.554256366072522,11.018680146797953,2.277572322223682,2.8151005992107616,2.853967066700437,2.979078166666666,0.1735442655179872,0.09989747258189703,0.06314576188179528,0.3221509166666667,12,11
1022400145,2024-07-16,2024,NYL,CON,8.0,3.29452480166122,3.29452480166122,2.5094011886857084,0.5565249051757197,-0.8071494145125104,2.6193472808427587,2.5204412858332828,2.04272314692037,1.84793025,1.6021958934659926,1.6995708017003945,1.710071733664979,1.8561974166666666,11,11
