player_id,off_poss,def_poss,total_poss,orapm_100_lam5000,drapm_100_lam5000,net_100_lam5000,season,player_name
1631002,104,107,211,-0.204,-0.142,-0.346,2023,Nia Clouden
1631006,853,860,1713,-0.782,-0.39,-1.172,2023,Kierstan Bell
1631007,1128,1134,2262,0.073,-0.576,-0.503,2023,Veronica Burton
1631009,2615,2611,5226,0.373,0.322,0.696,2023,Rhyne Howard
1631019,1733,1733,3466,0.869,-0.321,0.548,2023,NaLyssa Smith
1631021,367,364,731,-0.332,-0.225,-0.557,2023,Sika Kone
1631022,860,858,1718,-0.498,1.367,0.869,2023,Shakira Austin
1631029,193,189,382,0.028,0.136,0.165,2023,Jasmine Dickey
1631031,945,944,1889,-0.565,-0.285,-0.85,2023,Queen Egbo
1631032,37,40,77,0.125,0.234,0.36,2023,Lorela Cubaj
1631044,1104,1106,2210,-0.069,-0.462,-0.531,2023,Naz Hillmon
1631055,519,517,1036,-0.515,0.128,-0.387,2023,Nyara Sabally
1631068,21,22,43,-0.143,0.055,-0.087,2023,Sam Thomas
1631083,179,185,364,-0.07,-0.374,-0.444,2023,Emily Engstler
1631086,1208,1208,2416,-0.543,-0.793,-1.336,2023,Lexie Hull
1631089,402,404,806,0.41,-0.091,0.318,2023,Destanni Henderson
1631091,250,248,498,0.263,0.231,0.494,2023,Evina Westbrook
1631135,1144,1140,2284,-0.72,0.224,-0.496,2023,Olivia Nelson-Ododa
1631141,620,618,1238,-0.163,0.109,-0.054,2023,Jade Melbourne
1631263,989,992,1981,-0.272,-0.868,-1.14,2023,Nikolina Milic
1641602,929,934,1863,-0.874,-0.731,-1.605,2023,Ivana Dojkić
1641641,989,1002,1991,-0.486,0.247,-0.239,2023,Robyn Parks
1641642,1090,1093,2183,-0.279,0.407,0.128,2023,Li Meng
1641648,2425,2426,4851,1.423,-0.965,0.458,2023,Aliyah Boston
1641649,1660,1658,3318,-0.14,0.344,0.204,2023,Diamond Miller
1641650,1205,1206,2411,0.206,-0.139,0.067,2023,Haley Jones
1641651,1618,1620,3238,-0.389,0.54,0.152,2023,Jordan Horston
1641652,646,652,1298,0.176,0.245,0.421,2023,Maddy Siegrist
1641653,251,250,501,-0.17,-0.468,-0.638,2023,Ashley Joens
1641656,308,310,618,-0.228,-0.731,-0.96,2023,Laeticia Amihere
1641657,1810,1806,3616,0.026,-0.776,-0.75,2023,Dorka Juhasz
1641658,1014,1034,2048,-0.032,0.115,0.083,2023,Grace Berger
1641659,59,56,115,0.014,-0.087,-0.073,2023,Taylor Mikesell
1641660,1095,1115,2210,-1.492,-0.165,-1.657,2023,Zia Cooke
1641665,253,249,502,-0.951,-0.718,-1.669,2023,Leigha Brown
1641667,104,106,210,-0.374,0.493,0.119,2023,Taylor Soule
1641670,96,92,188,-0.245,-0.178,-0.422,2023,Madi Williams
1641671,76,73,149,0.262,0.049,0.311,2023,Abby Meyers
1641672,67,70,137,-0.18,-0.364,-0.544,2023,Kayana Traylor
1641675,921,923,1844,0.206,0.337,0.543,2023,Dulcy Fankam Mendjiadeu
1641687,104,105,209,-0.485,0.335,-0.15,2023,Victaria Saxton
1641690,658,646,1304,-0.231,0.032,-0.199,2023,Kadi Sissoko
1641700,147,143,290,-0.695,-0.2,-0.895,2023,Liz Dixon
100940,2096,2096,4192,0.358,-0.042,0.316,2024,Diana Taurasi
201886,2447,2450,4897,0.428,1.725,2.152,2024,DeWanna Bonner
202250,2251,2239,4490,0.226,0.563,0.788,2024,Tina Charles
202252,1944,1955,3899,0.888,0.989,1.876,2024,Alysha Clark
202641,481,481,962,0.657,-0.081,0.576,2024,Sydney Colson
202664,1370,1371,2741,-0.188,1.069,0.881,2024,Courtney Vandersloot
203014,2362,2350,4712,1.422,0.819,2.24,2024,Nneka Ogwumike
203024,430,434,864,0.208,0.243,0.452,2024,Damiris Dantas
203026,1418,1414,2832,0.776,-0.163,0.614,2024,Tiffany Hayes
203398,1685,1687,3372,0.895,-0.35,0.544,2024,Brittney Griner
203400,2528,2524,5052,0.621,1.569,2.19,2024,Skylar Diggins
203406,674,674,1348,-0.042,-0.127,-0.169,2024,Layshia Clarendon
203824,1410,1413,2823,0.382,-0.642,-0.26,2024,Odyssey Sims
203825,2441,2439,4880,0.711,1.534,2.245,2024,Kayla McBride
203826,2495,2499,4994,0.254,0.962,1.216,2024,Alyssa Thomas
203827,1678,1694,3372,1.493,-2.155,-0.662,2024,Natasha Howard
203828,2019,2014,4033,-0.301,0.031,-0.27,2024,Stefanie Dolson
203833,1404,1400,2804,0.405,1.136,1.54,2024,Chelsea Gray
203838,173,169,342,-0.703,-0.285,-0.989,2024,Astou Ndour-Fall
203855,1193,1192,2385,0.779,-0.43,0.349,2024,Stephanie Talbot
203866,1604,1600,3204,-0.447,0.514,0.067,2024,Kayla Thornton
204296,907,906,1813,0.543,-0.258,0.284,2024,Rebecca Allen
204319,2519,2514,5033,0.356,1.212,1.568,2024,Jewell Loyd
204322,498,503,1001,-0.167,0.65,0.483,2024,Elizabeth Williams
204323,1002,997,1999,-1.248,-0.387,-1.635,2024,Cheyenne Parker-Tyus
204324,2687,2691,5378,-0.808,-1.233,-2.041,2024,Dearica Hamby
204329,1406,1419,2825,0.05,0.2,0.25,2024,Kiah Stokes
204330,1159,1171,2330,-1.24,-0.902,-2.142,2024,Isabelle Harrison
204333,2518,2501,5019,-0.155,-0.236,-0.391,2024,Natasha Cloud
204335,1688,1673,3361,1.589,0.762,2.351,2024,Betnijah Laney-Hamilton
204365,1073,1086,2159,-0.54,0.38,-0.161,2024,Erica Wheeler
1627668,2478,2470,4948,1.142,0.651,1.793,2024,Breanna Stewart
1627669,350,351,701,-0.743,-0.366,-1.109,2024,Moriah Jefferson
1627671,1131,1122,2253,-0.305,-0.608,-0.913,2024,Rachel Banham
1627672,601,612,1213,-0.458,-0.223,-0.681,2024,Aerial Powers
1627673,2307,2281,4588,1.216,1.097,2.313,2024,Jonquel Jones
1627674,2371,2356,4727,0.624,-1.441,-0.817,2024,Kahleah Copper
1627675,2081,2074,4155,0.04,1.774,1.814,2024,Courtney Williams
1627676,735,740,1475,-0.109,0.939,0.83,2024,Tiffany Mitchell
1627701,834,836,1670,0.533,0.219,0.751,2024,Temi Fagbenle
1628242,16,18,34,0.207,-0.147,0.06,2024,Emma Cannon
1628244,1238,1238,2476,-0.326,0.493,0.167,2024,Sami Whitcomb
1628263,1871,1869,3740,0.448,0.302,0.75,2024,Lindsay Allen
1628269,1048,1058,2106,-1.503,0.184,-1.318,2024,Nia Coffey
1628273,94,94,188,-0.238,-0.292,-0.53,2024,Kaela Davis
1628276,2600,2596,5196,1.495,0.448,1.943,2024,Kelsey Plum
1628277,2586,2576,5162,-0.343,0.653,0.311,2024,Allisha Gray
1628278,1756,1764,3520,-0.125,-0.19,-0.314,2024,Shatori Walker-Kimbrough
1628279,837,844,1681,-0.0,0.809,0.809,2024,Brittney Sykes
1628280,2083,2090,4173,1.318,1.526,2.844,2024,Brionna Jones
1628317,1413,1400,2813,0.004,0.347,0.351,2024,Karlie Samuelson
1628508,944,953,1897,-0.035,-0.106,-0.141,2024,Cecilia Zandalasini
1628878,2391,2379,4770,-0.213,0.399,0.186,2024,Ariel Atkins
1628881,1677,1677,3354,-0.77,-0.632,-1.403,2024,Monique Billings
1628882,749,745,1494,-0.563,0.22,-0.343,2024,Lexie Brown
1628886,1197,1187,2384,0.272,0.181,0.453,2024,Jordin Canada
1628890,869,874,1743,-1.028,-0.411,-1.439,2024,Diamond DeShields
1628899,1467,1462,2929,-0.282,-1.525,-1.807,2024,Myisha Hines-Allen
1628909,2581,2585,5166,1.053,-0.892,0.161,2024,Kelsey Mitchell
1628915,1628,1617,3245,-0.707,-0.315,-1.022,2024,Kia Nurse
1628920,1161,1159,2320,-1.291,1.229,-0.063,2024,Mercedes Russell
1628922,980,984,1964,-0.415,-0.552,-0.967,2024,Azura Stevens
1628927,902,900,1802,-0.146,0.415,0.269,2024,Victoria Vivians
1628929,904,903,1807,-0.117,-0.693,-0.81,2024,Kristy Wallace
1628931,700,693,1393,0.151,-0.242,-0.091,2024,Gabby Williams
1628932,2645,2636,5281,0.77,0.387,1.157,2024,A'ja Wilson
1629477,2424,2421,4845,1.8,0.251,2.051,2024,Sabrina Ionescu
1629478,1356,1351,2707,-0.394,-0.701,-1.095,2024,Katie Lou Samuelson
1629479,1955,1977,3932,0.69,-0.963,-0.273,2024,Teaira McCowan
1629480,1060,1039,2099,-0.452,-0.661,-1.114,2024,Kalani Brown
1629481,2959,2967,5926,0.9,-2.141,-1.241,2024,Arike Ogunbowale
1629482,2186,2178,4364,0.386,-0.115,0.271,2024,Sophie Cunningham
1629483,2326,2321,4647,1.28,1.801,3.081,2024,Napheesa Collier
1629484,817,823,1640,0.767,-0.6,0.167,2024,Megan Gustafson
1629488,491,491,982,-1.127,-0.388,-1.515,2024,Brianna Turner
1629496,2285,2295,4580,0.29,1.017,1.307,2024,Ezi Magbegor
1629497,2439,2435,4874,0.456,1.11,1.566,2024,Marina Mabrey
1629498,2425,2428,4853,0.659,0.234,0.893,2024,Jackie Young
1629501,2029,2032,4061,0.462,1.375,1.838,2024,Alanna Smith
1629524,2253,2264,4517,0.562,1.014,1.575,2024,Bridget Carleton
1629567,1171,1191,2362,0.057,-0.687,-0.63,2024,Natisha Hiedeman
1629568,911,917,1828,-0.755,0.55,-0.205,2024,Kennedy Burke
1629571,206,202,408,-0.873,0.034,-0.839,2024,Morgan Bertsch
1629574,1089,1078,2167,-0.403,-0.253,-0.657,2024,Li Yueru
1630096,2225,2235,4460,-0.536,0.695,0.159,2024,DiJonai Carrington
1630101,888,882,1770,-1.288,-0.084,-1.372,2024,Crystal Dangerfield
1630112,2153,2162,4315,0.336,0.745,1.081,2024,Tyasha Harris
1630114,647,662,1309,-0.923,-0.575,-1.498,2024,Mikiah Herbert Harrigan
1630115,466,478,944,-0.669,-0.368,-1.038,2024,Joyner Holmes
1630134,738,750,1488,0.221,-0.688,-0.467,2024,Sug Sutton
1630142,1652,1641,3293,1.386,1.588,2.974,2024,Leonie Fiebich
1630149,1052,1056,2108,1.436,-1.086,0.35,2024,Satou Sabally
1630150,1711,1720,3431,0.609,0.248,0.857,2024,Chennedy Carter
1630151,225,221,446,-0.187,0.33,0.144,2024,Olivia Époupa
1630389,1454,1462,2916,-1.914,-1.481,-3.394,2024,Dana Evans
1630438,34,34,68,-0.132,0.18,0.048,2024,Kysre Gondrezick
1630442,1226,1235,2461,-0.5,-0.079,-0.579,2024,Natasha Mack
1630446,1238,1248,2486,-0.456,-0.655,-1.111,2024,Michaela Onyenwere
1630459,388,408,796,-0.863,-0.373,-1.236,2024,DiDi Richards
1630461,85,84,169,-0.038,0.073,0.034,2024,Kiana Williams
1630462,1120,1114,2234,0.567,-0.807,-0.241,2024,Aari McDonald
1630471,799,800,1599,-0.935,-0.315,-1.25,2024,Maya Caldwell
1630996,1156,1163,2319,0.358,-0.306,0.052,2024,Rae Burrell
1631006,84,83,167,-0.065,-0.024,-0.09,2024,Kierstan Bell
1631007,749,750,1499,0.889,0.55,1.439,2024,Veronica Burton
1631009,1966,1962,3928,0.256,0.29,0.546,2024,Rhyne Howard
1631019,1989,1993,3982,-0.062,-1.912,-1.974,2024,NaLyssa Smith
1631021,415,416,831,0.242,0.225,0.466,2024,Sika Kone
1631022,493,491,984,-0.476,0.763,0.287,2024,Shakira Austin
1631031,56,54,110,-0.211,0.142,-0.069,2024,Queen Egbo
1631032,421,432,853,-0.504,-0.017,-0.521,2024,Lorela Cubaj
1631044,1676,1669,3345,0.272,0.241,0.513,2024,Naz Hillmon
1631055,696,702,1398,0.099,0.832,0.931,2024,Nyara Sabally
1631056,111,113,224,-0.087,-0.501,-0.587,2024,Amy Atwell
1631083,917,906,1823,-0.435,0.464,0.029,2024,Emily Engstler
1631086,1336,1342,2678,1.655,-0.614,1.041,2024,Lexie Hull
1631089,210,211,421,-0.068,-0.063,-0.131,2024,Destanni Henderson
1631135,828,828,1656,-0.233,0.135,-0.098,2024,Olivia Nelson-Ododa
1631141,1047,1046,2093,-0.516,0.708,0.192,2024,Jade Melbourne
1641602,527,515,1042,-0.148,-0.402,-0.55,2024,Ivana Dojkić
1641648,2491,2483,4974,1.085,-0.744,0.341,2024,Aliyah Boston
1641649,427,427,854,-1.373,0.196,-1.178,2024,Diamond Miller
1641650,1420,1410,2830,-1.504,0.436,-1.068,2024,Haley Jones
1641651,1743,1759,3502,-0.395,-0.313,-0.708,2024,Jordan Horston
1641652,1275,1281,2556,-0.049,-0.647,-0.696,2024,Maddy Siegrist
1641654,349,343,692,-0.307,-0.19,-0.498,2024,Stephanie Soares
1641656,162,163,325,-0.488,0.285,-0.203,2024,Laeticia Amihere
1641657,1066,1068,2134,-0.208,0.347,0.139,2024,Dorka Juhasz
1641658,203,200,403,0.049,-0.333,-0.284,2024,Grace Berger
1641660,508,515,1023,-0.436,-0.234,-0.671,2024,Zia Cooke
1641661,252,244,496,-0.631,-0.941,-1.572,2024,Lou Lopez Sénéchal
1641667,4,6,10,-0.077,-0.079,-0.157,2024,Taylor Soule
1641675,76,74,150,-0.053,-0.243,-0.296,2024,Dulcy Fankam Mendjiadeu
1641687,42,42,84,-0.09,-0.062,-0.152,2024,Victaria Saxton
1641698,21,23,44,-0.177,0.013,-0.164,2024,Caitlin Bickle
1641700,315,307,622,-0.535,-0.25,-0.785,2024,Liz Dixon
1642210,1852,1833,3685,-0.002,-0.72,-0.722,2024,Julie Vanloo
1642240,287,281,568,-0.41,-0.656,-1.066,2024,Jaelyn Brown
1642244,1638,1643,3281,0.194,-0.47,-0.276,2024,Sevgi Uzun
1642286,2863,2861,5724,0.943,-1.054,-0.112,2024,Caitlin Clark
1642287,653,652,1305,-0.617,-0.083,-0.7,2024,Cameron Brink
1642288,2303,2294,4597,-1.177,-0.558,-1.735,2024,Rickea Jackson
1642289,1701,1699,3400,-0.083,-0.984,-1.067,2024,Kamilla Cardoso
1642290,1461,1477,2938,-0.777,-0.347,-1.124,2024,Aaliyah Edwards
1642291,2175,2170,4345,0.253,0.783,1.036,2024,Angel Reese
1642292,1874,1877,3751,-0.215,-1.865,-2.081,2024,Jacy Sheldon
1642293,265,266,531,-0.403,-0.215,-0.618,2024,Alissa Pili
1642294,18,20,38,-0.036,0.135,0.099,2024,Charisma Osborne
1642298,639,640,1279,0.199,0.178,0.377,2024,Celeste Taylor
1642299,110,112,222,-0.263,-0.194,-0.457,2024,Nika Mühl
1642300,8,8,16,0.052,-0.113,-0.062,2024,Dyaisha Fair
1642301,156,154,310,-0.15,-0.061,-0.211,2024,Marquesha Davis
1642305,10,9,19,-0.127,-0.038,-0.164,2024,Jessika Carter
1642309,16,15,31,-0.058,-0.045,-0.103,2024,Jakia Brown-Turner
1642320,67,70,137,0.051,0.095,0.146,2024,Jaylyn Sherrod
1642324,801,794,1595,-0.185,-0.479,-0.664,2024,Kate Martin
1642534,24,23,47,-0.136,0.012,-0.124,2024,Ezinne Kalu
