correct_level_draws,row_level_naive_draws
0.006991727273996504,0.00015795238588557007
0.02339086074863714,5.96446195594231e-05
0.008716741504175382,5.90645054595691e-06
0.00493772744122812,0.0001801921342407347
0.0027363355117989213,0.0002761377009209442
0.004910540167990785,0.00036612145350547006
0.020778885053976702,0.0002912480445752817
0.014257115425059395,0.002331603041425712
0.02274684578117988,0.001005606779616675
0.009614296394004365,0.0005896813222419734
0.004620588437851719,6.402122506688196e-05
0.007728570290840619,0.009283642775874689
0.0009470928761313522,9.439672943991329e-05
0.010809024722509664,0.0026057262239595406
0.022678775842653983,5.449736149332327e-05
0.004124944502202909,0.004034915382181811
0.013167739932726881,7.904111871316678e-08
0.004605907440630551,0.0005912854977770297
0.021106330097953988,0.0009726966677693359
0.02075270538291146,0.0003474450548282885
0.00745305502180939,5.507740463975371e-07
0.00319109550052693,0.0007557678247840105
0.044588866289343276,0.00015354565964369096
0.0005031754508335871,0.00010908702067097621
0.006001520970657424,0.003067902763748757
0.0034967702801925846,0.00023899369710863257
0.005104472967233421,8.253814109500817e-05
0.05155242047803376,0.0006943363061620161
0.022753537530051736,0.0007850662823267921
0.0022008295099251876,0.00021352337414531742
0.027276226011481847,3.3078204582288464e-08
0.03551778768932001,0.001785692041928694
0.003866319053967622,0.001455950534408623
0.009559255373095711,0.0003022513670337309
0.0022908851928944785,0.002033073253543682
4.364667128157946e-05,0.0004251977885215498
0.017401056568929683,0.0009791350630758402
0.008214083365679938,0.0003303830240463281
0.0167671202557063,0.0013012748943885025
0.00689187874207988,0.0014130927544534278
0.003660696649080949,1.6554160388865375e-06
0.0041599742567604465,0.0016921990318785629
0.011251000238544771,7.573746230266166e-05
0.03843542718526355,0.0014624980242817355
0.01844096038111898,0.0011993280799496814
0.00962069388646456,2.2621025094937598e-05
0.0006573430136523124,0.0011266442845176356
0.000262842650242999,7.682748800716372e-05
0.004864564611643977,0.00014131052511899504
0.0032365589602357326,0.0005477464300253671
0.0026750111473720062,0.0005644695929803592
0.00503107895209652,0.0008298450569936628
0.0006596793197640095,0.0008286953985080113
0.0020009326784493037,5.619374997660198e-05
0.010695228456504493,0.0006997087335843625
0.0008927113381046118,0.0007833091146711155
0.0365742249550138,0.004352636505867598
4.585335427906554e-05,0.0004395786041311771
0.009328180210182113,0.00038875243655545907
0.013991965777244555,0.0001928676667168883
0.003908488633734737,1.6597903726269106e-05
0.0041496926355001715,0.0056411910388011145
3.174269703908935e-05,0.00026688619435470695
0.0004005222980546362,0.002594552795103339
0.0001604467348082254,0.00012231472451733038
0.0033395320606274255,0.0015696919957800223
0.004153761387182219,4.893418066563859e-05
0.033306093569535344,0.001353464023499536
0.021788394930878103,0.0065953045432641
0.001793959916356798,0.00012325078823411623
0.007732110685810933,0.001883281161740866
0.015724234394851842,7.899440599191447e-05
0.025797065543726454,0.002714117377648563
0.006862881504929468,0.003676169786048117
0.006252361636537343,0.0027068659258170243
0.00019237947889374596,0.0012668154285434131
0.011243485607977338,4.0754223222764034e-05
0.0005499855678031582,0.002927634852998069
0.00025515537716011707,9.949530076013576e-05
0.01692513709050606,0.0005939202872519447
0.0010301211211869617,0.0004985428219502072
0.00032839764232390475,0.00023977574828044183
0.0019324745720662585,0.0004178711763300264
0.007045594853281158,0.0003099183451610451
0.05547861794759906,0.0009142974299968633
0.00782830543636539,0.0004965281675863217
0.0393989899724694,0.0001553616793747329
0.06742547398146172,0.006449296466408319
0.008048114663774465,4.803263597120178e-05
0.022282784675956572,0.0006015522584646337
0.0131763682036564,4.444183448634918e-05
0.005720537707368455,0.0019272545757762854
0.006480896305821768,0.002340033729998362
0.08979181800816506,0.00011673669446515564
0.0002463376235481988,4.807186174950792e-06
0.0749620655186508,0.00020434728418676075
0.012852759931577503,0.005428076213163571
0.004154481818417106,3.3137148468416157e-06
0.026346221888810962,8.22092794528082e-06
0.017305087263490213,0.0009547302362428197
8.65288296445484e-06,0.0027184044327952105
0.0037101499670993527,0.002182953045914568
0.008967522695678045,0.0014528617533624466
0.008103102311906949,0.0009980255981100476
0.06077513172010448,0.00040839589991543577
0.004817043257874915,0.00010397935177381151
0.03573857750569874,0.0010388507652570975
0.006357629350009035,0.00023646346010552726
0.0025473057152201987,0.0012791473474023565
0.0012828181700026858,6.799229846140856e-05
0.005800833391138048,0.0029911655607579345
0.004659009851679472,4.05819626874779e-06
0.0003825338563329832,0.0019519561416401865
0.014347092408679825,5.4822448478217506e-05
0.0026616695319807413,0.0021083658143431177
3.9664757058196756e-05,0.0037054823649340404
0.007376294835823742,0.0008602819585050899
0.00696760179245447,0.0002703344842648696
0.0003581866256039097,0.003948237237690901
0.02035767744730928,0.0030655964020840677
0.0025890860383605257,7.180092931262713e-05
0.0011435542816619218,0.0004806393633730626
